token_id,token,line_number,excerpt,token_type,verification_status
DRCT-050,filecite,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-051,turn0file0,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-052,cite,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-053,turn20academia3,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-054,turn35academia2,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-055,turn14academia0,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-056,turn15academia0,40,"Die Suchstrategie war feldspezifisch, aber nach einem einheitlichen Schema aufgebaut: **Was ist das relevante Observable? Wo liegen öffentliche Daten? Wie stark ist die etablierte Standarderklärung? Wo liegen echte Residuen, wo nur Interpretationskonflikte? Und lässt sich daraus ein vorregistrierbarer, falsifizierbarer QSB-Test ableiten?** Besonders stark gewichtet wurden deshalb Datenzugänglichkeit, Reproduzierbarkeit, Trennschärfe gegenüber Standardphysik und das Risiko, aus statistischen Zufä",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-057,filecite,71,"Die folgende Matrix verwendet das im Projektprompt verlangte 0–5-Raster: **QSB-mechanistische Nähe**, **Datenzugänglichkeit**, **Reproduzierbarkeit**, **Abgrenzbarkeit von Standardphysik**, **Overclaim-Risiko** mit 5 = gering, **Aufwand für einen Minimaltest** mit 5 = gering und **Potenzial für ein klar definiertes QSB-Observable**. Die Punktwerte sind eine synthetische Bewertung auf Basis der unten erläuterten Evidenz, nicht Messwerte aus den Quellen selbst. fileciteturn0file0",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-058,turn0file0,71,"Die folgende Matrix verwendet das im Projektprompt verlangte 0–5-Raster: **QSB-mechanistische Nähe**, **Datenzugänglichkeit**, **Reproduzierbarkeit**, **Abgrenzbarkeit von Standardphysik**, **Overclaim-Risiko** mit 5 = gering, **Aufwand für einen Minimaltest** mit 5 = gering und **Potenzial für ein klar definiertes QSB-Observable**. Die Punktwerte sind eine synthetische Bewertung auf Basis der unten erläuterten Evidenz, nicht Messwerte aus den Quellen selbst. fileciteturn0file0",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-059,cite,84,"**Interpretation der Rangliste.** Dass **SPARC/RAR** vor **Interferometrie** liegt, ist kein physikalisches Vorrangurteil zugunsten galaktischer Skalen, sondern das Ergebnis eines pragmatischen Audit-Kriteriums: offene Daten, sofortige Reanalyse, klarer Nulltest. Dass **Interferometrie** dennoch als mechanistisch stärkster QSB-Suchraum gilt, folgt direkt daraus, dass dort Phasenbildung, Kohärenzverlust und Interferenzstabilisierung nicht metaphorisch, sondern experimentell primär sind. **Spektro",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-060,turn20academia1,84,"**Interpretation der Rangliste.** Dass **SPARC/RAR** vor **Interferometrie** liegt, ist kein physikalisches Vorrangurteil zugunsten galaktischer Skalen, sondern das Ergebnis eines pragmatischen Audit-Kriteriums: offene Daten, sofortige Reanalyse, klarer Nulltest. Dass **Interferometrie** dennoch als mechanistisch stärkster QSB-Suchraum gilt, folgt direkt daraus, dass dort Phasenbildung, Kohärenzverlust und Interferenzstabilisierung nicht metaphorisch, sondern experimentell primär sind. **Spektro",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-061,turn20academia3,84,"**Interpretation der Rangliste.** Dass **SPARC/RAR** vor **Interferometrie** liegt, ist kein physikalisches Vorrangurteil zugunsten galaktischer Skalen, sondern das Ergebnis eines pragmatischen Audit-Kriteriums: offene Daten, sofortige Reanalyse, klarer Nulltest. Dass **Interferometrie** dennoch als mechanistisch stärkster QSB-Suchraum gilt, folgt direkt daraus, dass dort Phasenbildung, Kohärenzverlust und Interferenzstabilisierung nicht metaphorisch, sondern experimentell primär sind. **Spektro",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-062,turn8academia1,84,"**Interpretation der Rangliste.** Dass **SPARC/RAR** vor **Interferometrie** liegt, ist kein physikalisches Vorrangurteil zugunsten galaktischer Skalen, sondern das Ergebnis eines pragmatischen Audit-Kriteriums: offene Daten, sofortige Reanalyse, klarer Nulltest. Dass **Interferometrie** dennoch als mechanistisch stärkster QSB-Suchraum gilt, folgt direkt daraus, dass dort Phasenbildung, Kohärenzverlust und Interferenzstabilisierung nicht metaphorisch, sondern experimentell primär sind. **Spektro",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-063,turn12academia0,84,"**Interpretation der Rangliste.** Dass **SPARC/RAR** vor **Interferometrie** liegt, ist kein physikalisches Vorrangurteil zugunsten galaktischer Skalen, sondern das Ergebnis eines pragmatischen Audit-Kriteriums: offene Daten, sofortige Reanalyse, klarer Nulltest. Dass **Interferometrie** dennoch als mechanistisch stärkster QSB-Suchraum gilt, folgt direkt daraus, dass dort Phasenbildung, Kohärenzverlust und Interferenzstabilisierung nicht metaphorisch, sondern experimentell primär sind. **Spektro",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-064,turn10academia2,84,"**Interpretation der Rangliste.** Dass **SPARC/RAR** vor **Interferometrie** liegt, ist kein physikalisches Vorrangurteil zugunsten galaktischer Skalen, sondern das Ergebnis eines pragmatischen Audit-Kriteriums: offene Daten, sofortige Reanalyse, klarer Nulltest. Dass **Interferometrie** dennoch als mechanistisch stärkster QSB-Suchraum gilt, folgt direkt daraus, dass dort Phasenbildung, Kohärenzverlust und Interferenzstabilisierung nicht metaphorisch, sondern experimentell primär sind. **Spektro",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-065,cite,86,"Die niedrige Platzierung von **CMB** und **DESI/Hubble** ist ebenfalls bewusst. Beide Bereiche beruhen auf sehr hochwertigen Daten, aber ein erster QSB-Test würde dort fast zwangsläufig in hochdimensionale globale Modellvergleiche, a-posteriori-Statistiken oder multiexperimentelle Kombinationsabhängigkeiten hineingeraten. Das erhöht die Chance, dass ein scheinbar „QSB-relevantes“ Signal am Ende nur eine Projektion von Maskenwahl, Priors, kosmischer Varianz oder Datensatzkombinationen ist. cite",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-066,turn14academia0,86,"Die niedrige Platzierung von **CMB** und **DESI/Hubble** ist ebenfalls bewusst. Beide Bereiche beruhen auf sehr hochwertigen Daten, aber ein erster QSB-Test würde dort fast zwangsläufig in hochdimensionale globale Modellvergleiche, a-posteriori-Statistiken oder multiexperimentelle Kombinationsabhängigkeiten hineingeraten. Das erhöht die Chance, dass ein scheinbar „QSB-relevantes“ Signal am Ende nur eine Projektion von Maskenwahl, Priors, kosmischer Varianz oder Datensatzkombinationen ist. cite",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-067,turn15academia0,86,"Die niedrige Platzierung von **CMB** und **DESI/Hubble** ist ebenfalls bewusst. Beide Bereiche beruhen auf sehr hochwertigen Daten, aber ein erster QSB-Test würde dort fast zwangsläufig in hochdimensionale globale Modellvergleiche, a-posteriori-Statistiken oder multiexperimentelle Kombinationsabhängigkeiten hineingeraten. Das erhöht die Chance, dass ein scheinbar „QSB-relevantes“ Signal am Ende nur eine Projektion von Maskenwahl, Priors, kosmischer Varianz oder Datensatzkombinationen ist. cite",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-068,turn30academia4,86,"Die niedrige Platzierung von **CMB** und **DESI/Hubble** ist ebenfalls bewusst. Beide Bereiche beruhen auf sehr hochwertigen Daten, aber ein erster QSB-Test würde dort fast zwangsläufig in hochdimensionale globale Modellvergleiche, a-posteriori-Statistiken oder multiexperimentelle Kombinationsabhängigkeiten hineingeraten. Das erhöht die Chance, dass ein scheinbar „QSB-relevantes“ Signal am Ende nur eine Projektion von Maskenwahl, Priors, kosmischer Varianz oder Datensatzkombinationen ist. cite",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-069,turn30academia7,86,"Die niedrige Platzierung von **CMB** und **DESI/Hubble** ist ebenfalls bewusst. Beide Bereiche beruhen auf sehr hochwertigen Daten, aber ein erster QSB-Test würde dort fast zwangsläufig in hochdimensionale globale Modellvergleiche, a-posteriori-Statistiken oder multiexperimentelle Kombinationsabhängigkeiten hineingeraten. Das erhöht die Chance, dass ein scheinbar „QSB-relevantes“ Signal am Ende nur eine Projektion von Maskenwahl, Priors, kosmischer Varianz oder Datensatzkombinationen ist. cite",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-070,turn31academia0,86,"Die niedrige Platzierung von **CMB** und **DESI/Hubble** ist ebenfalls bewusst. Beide Bereiche beruhen auf sehr hochwertigen Daten, aber ein erster QSB-Test würde dort fast zwangsläufig in hochdimensionale globale Modellvergleiche, a-posteriori-Statistiken oder multiexperimentelle Kombinationsabhängigkeiten hineingeraten. Das erhöht die Chance, dass ein scheinbar „QSB-relevantes“ Signal am Ende nur eine Projektion von Maskenwahl, Priors, kosmischer Varianz oder Datensatzkombinationen ist. cite",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-071,cite,105,"**Materiewellen-, Atom-, Molekül- und Neutroninterferometrie.** Dieses Feld ist der direkteste Anschluss an die QSB-Kernidee, weil hier gerade *Phasenfähigkeit*, *interferierende Pfade* und *Dekohärenz* die primären Observablen sind. Die große Übersichtsarbeit von Hornberger, Gerlich, Haslinger, Nimmrichter und Arndt macht explizit deutlich, dass komplexe Molekül- und Clusterinterferenz heute als empfindlicher Prüfstand für Dekohärenz und für die Grenze stabiler Quantensuperpositionen genutzt wi",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-072,turn8academia0,105,"**Materiewellen-, Atom-, Molekül- und Neutroninterferometrie.** Dieses Feld ist der direkteste Anschluss an die QSB-Kernidee, weil hier gerade *Phasenfähigkeit*, *interferierende Pfade* und *Dekohärenz* die primären Observablen sind. Die große Übersichtsarbeit von Hornberger, Gerlich, Haslinger, Nimmrichter und Arndt macht explizit deutlich, dass komplexe Molekül- und Clusterinterferenz heute als empfindlicher Prüfstand für Dekohärenz und für die Grenze stabiler Quantensuperpositionen genutzt wi",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-073,turn8academia1,105,"**Materiewellen-, Atom-, Molekül- und Neutroninterferometrie.** Dieses Feld ist der direkteste Anschluss an die QSB-Kernidee, weil hier gerade *Phasenfähigkeit*, *interferierende Pfade* und *Dekohärenz* die primären Observablen sind. Die große Übersichtsarbeit von Hornberger, Gerlich, Haslinger, Nimmrichter und Arndt macht explizit deutlich, dass komplexe Molekül- und Clusterinterferenz heute als empfindlicher Prüfstand für Dekohärenz und für die Grenze stabiler Quantensuperpositionen genutzt wi",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-074,turn33search4,105,"**Materiewellen-, Atom-, Molekül- und Neutroninterferometrie.** Dieses Feld ist der direkteste Anschluss an die QSB-Kernidee, weil hier gerade *Phasenfähigkeit*, *interferierende Pfade* und *Dekohärenz* die primären Observablen sind. Die große Übersichtsarbeit von Hornberger, Gerlich, Haslinger, Nimmrichter und Arndt macht explizit deutlich, dass komplexe Molekül- und Clusterinterferenz heute als empfindlicher Prüfstand für Dekohärenz und für die Grenze stabiler Quantensuperpositionen genutzt wi",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-075,turn38search4,105,"**Materiewellen-, Atom-, Molekül- und Neutroninterferometrie.** Dieses Feld ist der direkteste Anschluss an die QSB-Kernidee, weil hier gerade *Phasenfähigkeit*, *interferierende Pfade* und *Dekohärenz* die primären Observablen sind. Die große Übersichtsarbeit von Hornberger, Gerlich, Haslinger, Nimmrichter und Arndt macht explizit deutlich, dass komplexe Molekül- und Clusterinterferenz heute als empfindlicher Prüfstand für Dekohärenz und für die Grenze stabiler Quantensuperpositionen genutzt wi",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-076,turn38search8,105,"**Materiewellen-, Atom-, Molekül- und Neutroninterferometrie.** Dieses Feld ist der direkteste Anschluss an die QSB-Kernidee, weil hier gerade *Phasenfähigkeit*, *interferierende Pfade* und *Dekohärenz* die primären Observablen sind. Die große Übersichtsarbeit von Hornberger, Gerlich, Haslinger, Nimmrichter und Arndt macht explizit deutlich, dass komplexe Molekül- und Clusterinterferenz heute als empfindlicher Prüfstand für Dekohärenz und für die Grenze stabiler Quantensuperpositionen genutzt wi",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-077,cite,107,"**SPARC / Galaxienrotationskurven / Radial Acceleration Relation.** Die offizielle SPARC-Seite stellt Photometrie, H I/H\(\alpha\)-Rotationskurven und Massenmodelle für **175 Scheibengalaxien** sowie direkte Links zur RAR und zu Fits bereit; das macht das Feld außerordentlich reanalysefreundlich. Die Primärarbeit zur RAR berichtet, dass **2693 Messpunkte in 153 Galaxien** eine enge Relation zwischen beobachteter und aus Baryonen erwarteter Beschleunigung bilden. Eine nachfolgende Feldanalyse an ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-078,turn4view0,107,"**SPARC / Galaxienrotationskurven / Radial Acceleration Relation.** Die offizielle SPARC-Seite stellt Photometrie, H I/H\(\alpha\)-Rotationskurven und Massenmodelle für **175 Scheibengalaxien** sowie direkte Links zur RAR und zu Fits bereit; das macht das Feld außerordentlich reanalysefreundlich. Die Primärarbeit zur RAR berichtet, dass **2693 Messpunkte in 153 Galaxien** eine enge Relation zwischen beobachteter und aus Baryonen erwarteter Beschleunigung bilden. Eine nachfolgende Feldanalyse an ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-079,turn20academia1,107,"**SPARC / Galaxienrotationskurven / Radial Acceleration Relation.** Die offizielle SPARC-Seite stellt Photometrie, H I/H\(\alpha\)-Rotationskurven und Massenmodelle für **175 Scheibengalaxien** sowie direkte Links zur RAR und zu Fits bereit; das macht das Feld außerordentlich reanalysefreundlich. Die Primärarbeit zur RAR berichtet, dass **2693 Messpunkte in 153 Galaxien** eine enge Relation zwischen beobachteter und aus Baryonen erwarteter Beschleunigung bilden. Eine nachfolgende Feldanalyse an ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-080,turn20academia3,107,"**SPARC / Galaxienrotationskurven / Radial Acceleration Relation.** Die offizielle SPARC-Seite stellt Photometrie, H I/H\(\alpha\)-Rotationskurven und Massenmodelle für **175 Scheibengalaxien** sowie direkte Links zur RAR und zu Fits bereit; das macht das Feld außerordentlich reanalysefreundlich. Die Primärarbeit zur RAR berichtet, dass **2693 Messpunkte in 153 Galaxien** eine enge Relation zwischen beobachteter und aus Baryonen erwarteter Beschleunigung bilden. Eine nachfolgende Feldanalyse an ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-081,turn22academia0,107,"**SPARC / Galaxienrotationskurven / Radial Acceleration Relation.** Die offizielle SPARC-Seite stellt Photometrie, H I/H\(\alpha\)-Rotationskurven und Massenmodelle für **175 Scheibengalaxien** sowie direkte Links zur RAR und zu Fits bereit; das macht das Feld außerordentlich reanalysefreundlich. Die Primärarbeit zur RAR berichtet, dass **2693 Messpunkte in 153 Galaxien** eine enge Relation zwischen beobachteter und aus Baryonen erwarteter Beschleunigung bilden. Eine nachfolgende Feldanalyse an ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-082,turn22academia3,107,"**SPARC / Galaxienrotationskurven / Radial Acceleration Relation.** Die offizielle SPARC-Seite stellt Photometrie, H I/H\(\alpha\)-Rotationskurven und Massenmodelle für **175 Scheibengalaxien** sowie direkte Links zur RAR und zu Fits bereit; das macht das Feld außerordentlich reanalysefreundlich. Die Primärarbeit zur RAR berichtet, dass **2693 Messpunkte in 153 Galaxien** eine enge Relation zwischen beobachteter und aus Baryonen erwarteter Beschleunigung bilden. Eine nachfolgende Feldanalyse an ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-083,cite,109,"**Fast Radio Bursts.** FRBs sind ein ausgeprägter **pfadabhängiger relationaler Suchraum**, weil Dispersion Measure, Rotation Measure und Scattering Linienintegrale durch Milchstraße, Halos, IGM, Host und Quellumgebung sind. Der zweite CHIME/FRB-Katalog umfasst **4539 Bursts aus 3641 Quellen** im Zeitraum 2018–2023 und liefert damit erstmals ein wirklich populationsstarkes Material. Zusätzlich beschreibt das öffentliche `frb-voe`-System der CHIME/FRB-Kollaboration, dass öffentliche Alerts samt M",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-084,turn6academia0,109,"**Fast Radio Bursts.** FRBs sind ein ausgeprägter **pfadabhängiger relationaler Suchraum**, weil Dispersion Measure, Rotation Measure und Scattering Linienintegrale durch Milchstraße, Halos, IGM, Host und Quellumgebung sind. Der zweite CHIME/FRB-Katalog umfasst **4539 Bursts aus 3641 Quellen** im Zeitraum 2018–2023 und liefert damit erstmals ein wirklich populationsstarkes Material. Zusätzlich beschreibt das öffentliche `frb-voe`-System der CHIME/FRB-Kollaboration, dass öffentliche Alerts samt M",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-085,turn26academia1,109,"**Fast Radio Bursts.** FRBs sind ein ausgeprägter **pfadabhängiger relationaler Suchraum**, weil Dispersion Measure, Rotation Measure und Scattering Linienintegrale durch Milchstraße, Halos, IGM, Host und Quellumgebung sind. Der zweite CHIME/FRB-Katalog umfasst **4539 Bursts aus 3641 Quellen** im Zeitraum 2018–2023 und liefert damit erstmals ein wirklich populationsstarkes Material. Zusätzlich beschreibt das öffentliche `frb-voe`-System der CHIME/FRB-Kollaboration, dass öffentliche Alerts samt M",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-086,turn27academia0,109,"**Fast Radio Bursts.** FRBs sind ein ausgeprägter **pfadabhängiger relationaler Suchraum**, weil Dispersion Measure, Rotation Measure und Scattering Linienintegrale durch Milchstraße, Halos, IGM, Host und Quellumgebung sind. Der zweite CHIME/FRB-Katalog umfasst **4539 Bursts aus 3641 Quellen** im Zeitraum 2018–2023 und liefert damit erstmals ein wirklich populationsstarkes Material. Zusätzlich beschreibt das öffentliche `frb-voe`-System der CHIME/FRB-Kollaboration, dass öffentliche Alerts samt M",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-087,turn27academia1,109,"**Fast Radio Bursts.** FRBs sind ein ausgeprägter **pfadabhängiger relationaler Suchraum**, weil Dispersion Measure, Rotation Measure und Scattering Linienintegrale durch Milchstraße, Halos, IGM, Host und Quellumgebung sind. Der zweite CHIME/FRB-Katalog umfasst **4539 Bursts aus 3641 Quellen** im Zeitraum 2018–2023 und liefert damit erstmals ein wirklich populationsstarkes Material. Zusätzlich beschreibt das öffentliche `frb-voe`-System der CHIME/FRB-Kollaboration, dass öffentliche Alerts samt M",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-088,turn27academia2,109,"**Fast Radio Bursts.** FRBs sind ein ausgeprägter **pfadabhängiger relationaler Suchraum**, weil Dispersion Measure, Rotation Measure und Scattering Linienintegrale durch Milchstraße, Halos, IGM, Host und Quellumgebung sind. Der zweite CHIME/FRB-Katalog umfasst **4539 Bursts aus 3641 Quellen** im Zeitraum 2018–2023 und liefert damit erstmals ein wirklich populationsstarkes Material. Zusätzlich beschreibt das öffentliche `frb-voe`-System der CHIME/FRB-Kollaboration, dass öffentliche Alerts samt M",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-089,cite,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-090,turn39academia0,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-091,turn39academia1,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-092,turn40view1,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-093,turn23academia0,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-094,turn24view1,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-095,turn24view2,111,"**Pulsar Timing Arrays.** PTAs gehören zu den präzisesten relationalen Raumzeitdatensätzen überhaupt, weil die Daten gerade aus der Korrelation von Ankunftszeit-Residuals über ein galaktisches Pulsarnetz entstehen. NANOGrav berichtet im 15-Jahres-Datensatz **mehrere Evidenzlinien** für ein stochastisches, zwischen **67 Pulsaren** korreliertes Signal mit der erwarteten **Hellings-Downs-Korrelation**; das gleiche Release umfasst Beobachtungen und Timing-Modelle von **68 Millisekundenpulsaren** und",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-096,cite,113,"**Spektroskopie und fundamentale Konstanten.** Dieses Feld ist weniger ein unmittelbarer Entdeckungsraum als ein **Constraint-Feld**, aber gerade deshalb unverzichtbar. ESPRESSO ist offiziell mit sehr hoher spektraler Auflösung angegeben, und auf der ESO-Instrumentenseite wird die **Messung möglicher Variationen physikalischer Konstanten** ausdrücklich als eines der Science Goals genannt. Die erste ESPRESSO-Analyse zu HE 0515−4414 fand \(\Delta\alpha/\alpha = 1.3 \pm 1.3_{\rm stat} \pm 0.4_{\rm ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-097,turn37view1,113,"**Spektroskopie und fundamentale Konstanten.** Dieses Feld ist weniger ein unmittelbarer Entdeckungsraum als ein **Constraint-Feld**, aber gerade deshalb unverzichtbar. ESPRESSO ist offiziell mit sehr hoher spektraler Auflösung angegeben, und auf der ESO-Instrumentenseite wird die **Messung möglicher Variationen physikalischer Konstanten** ausdrücklich als eines der Science Goals genannt. Die erste ESPRESSO-Analyse zu HE 0515−4414 fand \(\Delta\alpha/\alpha = 1.3 \pm 1.3_{\rm stat} \pm 0.4_{\rm ",deep_research_citation_token,not_repo_source_not_web_verified
DRCT-098,turn12academia0,113,"**Spektroskopie und fundamentale Konstanten.** Dieses Feld ist weniger ein unmittelbarer Entdeckungsraum als ein **Constraint-Feld**, aber gerade deshalb unverzichtbar. ESPRESSO ist offiziell mit sehr hoher spektraler Auflösung angegeben, und auf der ESO-Instrumentenseite wird die **Messung möglicher Variationen physikalischer Konstanten** ausdrücklich als eines der Science Goals genannt. Die erste ESPRESSO-Analyse zu HE 0515−4414 fand \(\Delta\alpha/\alpha = 1.3 \pm 1.3_{\rm stat} \pm 0.4_{\rm ",deep_research_citation_token,not_repo_source_not_web_verified
