control_id,control_family_id,source_system_id,global_edge_id,source_global_edge_id,source,target,source_original,target_original,bond_order_class,bond_order_proxy,hybridization_pair,pi_system_label,sigma_framework_label,control_transform_note,reference_control_role
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_031,c60:C60_e_031,bond_order_shuffle_control__c60:C60_16,bond_order_shuffle_control__c60:C60_19,c60:C60_16,c60:C60_19,single,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_032,c60:C60_e_032,bond_order_shuffle_control__c60:C60_16,bond_order_shuffle_control__c60:C60_21,c60:C60_16,c60:C60_21,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_033,c60:C60_e_033,bond_order_shuffle_control__c60:C60_17,bond_order_shuffle_control__c60:C60_18,c60:C60_17,c60:C60_18,single,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_034,c60:C60_e_034,bond_order_shuffle_control__c60:C60_17,bond_order_shuffle_control__c60:C60_31,c60:C60_17,c60:C60_31,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_035,c60:C60_e_035,bond_order_shuffle_control__c60:C60_18,bond_order_shuffle_control__c60:C60_19,c60:C60_18,c60:C60_19,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_036,c60:C60_e_036,bond_order_shuffle_control__c60:C60_18,bond_order_shuffle_control__c60:C60_41,c60:C60_18,c60:C60_41,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_037,c60:C60_e_037,bond_order_shuffle_control__c60:C60_19,bond_order_shuffle_control__c60:C60_46,c60:C60_19,c60:C60_46,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_038,c60:C60_e_038,bond_order_shuffle_control__c60:C60_20,bond_order_shuffle_control__c60:C60_21,c60:C60_20,c60:C60_21,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_039,c60:C60_e_039,bond_order_shuffle_control__c60:C60_20,bond_order_shuffle_control__c60:C60_24,c60:C60_20,c60:C60_24,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_040,c60:C60_e_040,bond_order_shuffle_control__c60:C60_21,bond_order_shuffle_control__c60:C60_23,c60:C60_21,c60:C60_23,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_041,c60:C60_e_041,bond_order_shuffle_control__c60:C60_22,bond_order_shuffle_control__c60:C60_23,c60:C60_22,c60:C60_23,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_042,c60:C60_e_042,bond_order_shuffle_control__c60:C60_22,bond_order_shuffle_control__c60:C60_24,c60:C60_22,c60:C60_24,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_043,c60:C60_e_043,bond_order_shuffle_control__c60:C60_22,bond_order_shuffle_control__c60:C60_27,c60:C60_22,c60:C60_27,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_044,c60:C60_e_044,bond_order_shuffle_control__c60:C60_23,bond_order_shuffle_control__c60:C60_47,c60:C60_23,c60:C60_47,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_045,c60:C60_e_045,bond_order_shuffle_control__c60:C60_24,bond_order_shuffle_control__c60:C60_57,c60:C60_24,c60:C60_57,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_046,c60:C60_e_046,bond_order_shuffle_control__c60:C60_25,bond_order_shuffle_control__c60:C60_26,c60:C60_25,c60:C60_26,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_047,c60:C60_e_047,bond_order_shuffle_control__c60:C60_25,bond_order_shuffle_control__c60:C60_29,c60:C60_25,c60:C60_29,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_048,c60:C60_e_048,bond_order_shuffle_control__c60:C60_26,bond_order_shuffle_control__c60:C60_28,c60:C60_26,c60:C60_28,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_049,c60:C60_e_049,bond_order_shuffle_control__c60:C60_27,bond_order_shuffle_control__c60:C60_28,c60:C60_27,c60:C60_28,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_050,c60:C60_e_050,bond_order_shuffle_control__c60:C60_27,bond_order_shuffle_control__c60:C60_29,c60:C60_27,c60:C60_29,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_051,c60:C60_e_051,bond_order_shuffle_control__c60:C60_28,bond_order_shuffle_control__c60:C60_48,c60:C60_28,c60:C60_48,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_052,c60:C60_e_052,bond_order_shuffle_control__c60:C60_29,bond_order_shuffle_control__c60:C60_58,c60:C60_29,c60:C60_58,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_053,c60:C60_e_053,bond_order_shuffle_control__c60:C60_30,bond_order_shuffle_control__c60:C60_31,c60:C60_30,c60:C60_31,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_054,c60:C60_e_054,bond_order_shuffle_control__c60:C60_30,bond_order_shuffle_control__c60:C60_34,c60:C60_30,c60:C60_34,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_055,c60:C60_e_055,bond_order_shuffle_control__c60:C60_31,bond_order_shuffle_control__c60:C60_33,c60:C60_31,c60:C60_33,single,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_056,c60:C60_e_056,bond_order_shuffle_control__c60:C60_32,bond_order_shuffle_control__c60:C60_33,c60:C60_32,c60:C60_33,single,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_057,c60:C60_e_057,bond_order_shuffle_control__c60:C60_32,bond_order_shuffle_control__c60:C60_34,c60:C60_32,c60:C60_34,single,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_058,c60:C60_e_058,bond_order_shuffle_control__c60:C60_32,bond_order_shuffle_control__c60:C60_37,c60:C60_32,c60:C60_37,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_059,c60:C60_e_059,bond_order_shuffle_control__c60:C60_33,bond_order_shuffle_control__c60:C60_42,c60:C60_33,c60:C60_42,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_060,c60:C60_e_060,bond_order_shuffle_control__c60:C60_34,bond_order_shuffle_control__c60:C60_52,c60:C60_34,c60:C60_52,6_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_061,c60:C60_e_061,bond_order_shuffle_control__c60:C60_35,bond_order_shuffle_control__c60:C60_36,c60:C60_35,c60:C60_36,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_062,c60:C60_e_062,bond_order_shuffle_control__c60:C60_35,bond_order_shuffle_control__c60:C60_39,c60:C60_35,c60:C60_39,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_063,c60:C60_e_063,bond_order_shuffle_control__c60:C60_36,bond_order_shuffle_control__c60:C60_38,c60:C60_36,c60:C60_38,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_064,c60:C60_e_064,bond_order_shuffle_control__c60:C60_37,bond_order_shuffle_control__c60:C60_38,c60:C60_37,c60:C60_38,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_065,c60:C60_e_065,bond_order_shuffle_control__c60:C60_37,bond_order_shuffle_control__c60:C60_39,c60:C60_37,c60:C60_39,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_066,c60:C60_e_066,bond_order_shuffle_control__c60:C60_38,bond_order_shuffle_control__c60:C60_43,c60:C60_38,c60:C60_43,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_067,c60:C60_e_067,bond_order_shuffle_control__c60:C60_39,bond_order_shuffle_control__c60:C60_53,c60:C60_39,c60:C60_53,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_068,c60:C60_e_068,bond_order_shuffle_control__c60:C60_40,bond_order_shuffle_control__c60:C60_43,c60:C60_40,c60:C60_43,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_069,c60:C60_e_069,bond_order_shuffle_control__c60:C60_40,bond_order_shuffle_control__c60:C60_44,c60:C60_40,c60:C60_44,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_070,c60:C60_e_070,bond_order_shuffle_control__c60:C60_41,bond_order_shuffle_control__c60:C60_42,c60:C60_41,c60:C60_42,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_071,c60:C60_e_071,bond_order_shuffle_control__c60:C60_41,bond_order_shuffle_control__c60:C60_44,c60:C60_41,c60:C60_44,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_072,c60:C60_e_072,bond_order_shuffle_control__c60:C60_42,bond_order_shuffle_control__c60:C60_43,c60:C60_42,c60:C60_43,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_073,c60:C60_e_073,bond_order_shuffle_control__c60:C60_44,bond_order_shuffle_control__c60:C60_49,c60:C60_44,c60:C60_49,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_074,c60:C60_e_074,bond_order_shuffle_control__c60:C60_45,bond_order_shuffle_control__c60:C60_48,c60:C60_45,c60:C60_48,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_075,c60:C60_e_075,bond_order_shuffle_control__c60:C60_45,bond_order_shuffle_control__c60:C60_49,c60:C60_45,c60:C60_49,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_076,c60:C60_e_076,bond_order_shuffle_control__c60:C60_46,bond_order_shuffle_control__c60:C60_47,c60:C60_46,c60:C60_47,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_077,c60:C60_e_077,bond_order_shuffle_control__c60:C60_46,bond_order_shuffle_control__c60:C60_49,c60:C60_46,c60:C60_49,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_078,c60:C60_e_078,bond_order_shuffle_control__c60:C60_47,bond_order_shuffle_control__c60:C60_48,c60:C60_47,c60:C60_48,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_079,c60:C60_e_079,bond_order_shuffle_control__c60:C60_50,bond_order_shuffle_control__c60:C60_53,c60:C60_50,c60:C60_53,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_080,c60:C60_e_080,bond_order_shuffle_control__c60:C60_50,bond_order_shuffle_control__c60:C60_54,c60:C60_50,c60:C60_54,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_081,c60:C60_e_081,bond_order_shuffle_control__c60:C60_51,bond_order_shuffle_control__c60:C60_52,c60:C60_51,c60:C60_52,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_082,c60:C60_e_082,bond_order_shuffle_control__c60:C60_51,bond_order_shuffle_control__c60:C60_54,c60:C60_51,c60:C60_54,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_083,c60:C60_e_083,bond_order_shuffle_control__c60:C60_52,bond_order_shuffle_control__c60:C60_53,c60:C60_52,c60:C60_53,6_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_084,c60:C60_e_084,bond_order_shuffle_control__c60:C60_54,bond_order_shuffle_control__c60:C60_59,c60:C60_54,c60:C60_59,5_6,1.4,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_085,c60:C60_e_085,bond_order_shuffle_control__c60:C60_55,bond_order_shuffle_control__c60:C60_58,c60:C60_55,c60:C60_58,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_086,c60:C60_e_086,bond_order_shuffle_control__c60:C60_55,bond_order_shuffle_control__c60:C60_59,c60:C60_55,c60:C60_59,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_087,c60:C60_e_087,bond_order_shuffle_control__c60:C60_56,bond_order_shuffle_control__c60:C60_57,c60:C60_56,c60:C60_57,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_088,c60:C60_e_088,bond_order_shuffle_control__c60:C60_56,bond_order_shuffle_control__c60:C60_59,c60:C60_56,c60:C60_59,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__c60,bond_order_shuffle_control,c60,bond_order_shuffle_control__c60:C60_e_089,c60:C60_e_089,bond_order_shuffle_control__c60:C60_57,bond_order_shuffle_control__c60:C60_58,c60:C60_57,c60:C60_58,5_6,1.45,sp2_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
bond_order_shuffle_control__ethyne,bond_order_shuffle_control,ethyne,bond_order_shuffle_control__ethyne:Eth_e_00,ethyne:Eth_e_00,bond_order_shuffle_control__ethyne:Eth_00,bond_order_shuffle_control__ethyne:Eth_01,ethyne:Eth_00,ethyne:Eth_01,5_6,3.0,sp_sp,linear_triple_bond_pi_pair,linear_sigma_axis,bond-order labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_00,adamantane:Ada_e_00,sigma_pi_label_shuffle_control__adamantane:Ada_00,sigma_pi_label_shuffle_control__adamantane:Ada_04,adamantane:Ada_00,adamantane:Ada_04,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_01,adamantane:Ada_e_01,sigma_pi_label_shuffle_control__adamantane:Ada_01,sigma_pi_label_shuffle_control__adamantane:Ada_04,adamantane:Ada_01,adamantane:Ada_04,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_02,adamantane:Ada_e_02,sigma_pi_label_shuffle_control__adamantane:Ada_00,sigma_pi_label_shuffle_control__adamantane:Ada_05,adamantane:Ada_00,adamantane:Ada_05,single,1.0,sp3_sp3,none,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_03,adamantane:Ada_e_03,sigma_pi_label_shuffle_control__adamantane:Ada_02,sigma_pi_label_shuffle_control__adamantane:Ada_05,adamantane:Ada_02,adamantane:Ada_05,single,1.0,sp3_sp3,curved_fullerene_pi_network,diamondoid_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_04,adamantane:Ada_e_04,sigma_pi_label_shuffle_control__adamantane:Ada_00,sigma_pi_label_shuffle_control__adamantane:Ada_06,adamantane:Ada_00,adamantane:Ada_06,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_05,adamantane:Ada_e_05,sigma_pi_label_shuffle_control__adamantane:Ada_03,sigma_pi_label_shuffle_control__adamantane:Ada_06,adamantane:Ada_03,adamantane:Ada_06,single,1.0,sp3_sp3,planar_aromatic_pi_ring,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_06,adamantane:Ada_e_06,sigma_pi_label_shuffle_control__adamantane:Ada_01,sigma_pi_label_shuffle_control__adamantane:Ada_07,adamantane:Ada_01,adamantane:Ada_07,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_07,adamantane:Ada_e_07,sigma_pi_label_shuffle_control__adamantane:Ada_02,sigma_pi_label_shuffle_control__adamantane:Ada_07,adamantane:Ada_02,adamantane:Ada_07,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_08,adamantane:Ada_e_08,sigma_pi_label_shuffle_control__adamantane:Ada_01,sigma_pi_label_shuffle_control__adamantane:Ada_08,adamantane:Ada_01,adamantane:Ada_08,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
sigma_pi_label_shuffle_control__adamantane,sigma_pi_label_shuffle_control,adamantane,sigma_pi_label_shuffle_control__adamantane:Ada_e_09,adamantane:Ada_e_09,sigma_pi_label_shuffle_control__adamantane:Ada_03,sigma_pi_label_shuffle_control__adamantane:Ada_08,adamantane:Ada_03,adamantane:Ada_08,single,1.0,sp3_sp3,curved_fullerene_pi_network,curved_fullerene_sigma_cage,sigma/pi edge labels drawn from deterministic global shuffle,synthetic_control_only
