trial_id,edge_count,component_count,component_sizes_sorted_desc,largest_component_size,triangle_count,connected_triple_count,closed_triple_count,open_wedge_count,global_closure_ratio,semantic_within_block_edge_count,semantic_cross_block_edge_count,all_edges_within_semantic_blocks,all_components_are_cliques,component_sizes_match_observed_pattern,complete_disjoint_clique_blocks_confirmed,matches_exact_semantic_block_edge_set
802,161,1,42,42,80,1198,240,958,0.2003338898163606,33,128,false,false,false,false,false
803,161,1,42,42,83,1228,249,979,0.20276872964169382,29,132,false,false,false,false,false
804,161,1,42,42,67,1175,201,974,0.17106382978723406,38,123,false,false,false,false,false
805,161,1,42,42,65,1190,195,995,0.1638655462184874,31,130,false,false,false,false,false
806,161,1,42,42,95,1241,285,956,0.22965350523771152,31,130,false,false,false,false,false
807,161,1,42,42,76,1196,228,968,0.19063545150501673,22,139,false,false,false,false,false
808,161,2,41;1,41,83,1197,249,948,0.20802005012531327,27,134,false,false,false,false,false
809,161,1,42,42,77,1175,231,944,0.19659574468085106,27,134,false,false,false,false,false
810,161,1,42,42,79,1233,237,996,0.1922141119221411,29,132,false,false,false,false,false
811,161,1,42,42,88,1239,264,975,0.21307506053268765,37,124,false,false,false,false,false
812,161,1,42,42,76,1197,228,969,0.19047619047619047,33,128,false,false,false,false,false
813,161,1,42,42,74,1206,222,984,0.18407960199004975,37,124,false,false,false,false,false
814,161,1,42,42,79,1205,237,968,0.1966804979253112,34,127,false,false,false,false,false
815,161,1,42,42,69,1166,207,959,0.17753001715265868,31,130,false,false,false,false,false
816,161,1,42,42,68,1198,204,994,0.17028380634390652,27,134,false,false,false,false,false
817,161,1,42,42,80,1232,240,992,0.19480519480519481,38,123,false,false,false,false,false
818,161,1,42,42,70,1204,210,994,0.1744186046511628,28,133,false,false,false,false,false
819,161,1,42,42,72,1182,216,966,0.18274111675126903,29,132,false,false,false,false,false
820,161,1,42,42,64,1163,192,971,0.1650902837489252,24,137,false,false,false,false,false
821,161,2,41;1,41,87,1199,261,938,0.2176814011676397,30,131,false,false,false,false,false
822,161,1,42,42,68,1195,204,991,0.1707112970711297,33,128,false,false,false,false,false
823,161,1,42,42,79,1256,237,1019,0.18869426751592358,29,132,false,false,false,false,false
824,161,1,42,42,78,1207,234,973,0.19386909693454846,31,130,false,false,false,false,false
825,161,1,42,42,65,1194,195,999,0.16331658291457288,31,130,false,false,false,false,false
826,161,1,42,42,84,1224,252,972,0.20588235294117646,33,128,false,false,false,false,false
827,161,1,42,42,68,1168,204,964,0.17465753424657535,34,127,false,false,false,false,false
828,161,1,42,42,70,1167,210,957,0.17994858611825193,30,131,false,false,false,false,false
829,161,1,42,42,66,1196,198,998,0.16555183946488294,26,135,false,false,false,false,false
830,161,1,42,42,68,1218,204,1014,0.16748768472906403,26,135,false,false,false,false,false
831,161,1,42,42,67,1209,201,1008,0.1662531017369727,24,137,false,false,false,false,false
832,161,1,42,42,72,1207,216,991,0.17895608947804473,31,130,false,false,false,false,false
833,161,1,42,42,68,1212,204,1008,0.16831683168316833,28,133,false,false,false,false,false
834,161,1,42,42,89,1202,267,935,0.2221297836938436,30,131,false,false,false,false,false
835,161,1,42,42,66,1184,198,986,0.16722972972972974,32,129,false,false,false,false,false
836,161,1,42,42,71,1204,213,991,0.17691029900332225,36,125,false,false,false,false,false
837,161,1,42,42,74,1188,222,966,0.18686868686868688,34,127,false,false,false,false,false
838,161,1,42,42,81,1199,243,956,0.20266889074228525,26,135,false,false,false,false,false
839,161,1,42,42,90,1217,270,947,0.2218570254724733,35,126,false,false,false,false,false
840,161,1,42,42,74,1193,222,971,0.18608549874266556,29,132,false,false,false,false,false
841,161,1,42,42,86,1225,258,967,0.21061224489795918,36,125,false,false,false,false,false
842,161,1,42,42,78,1176,234,942,0.1989795918367347,25,136,false,false,false,false,false
843,161,1,42,42,67,1190,201,989,0.1689075630252101,28,133,false,false,false,false,false
844,161,1,42,42,76,1211,228,983,0.18827415359207267,30,131,false,false,false,false,false
845,161,1,42,42,79,1209,237,972,0.19602977667493796,20,141,false,false,false,false,false
846,161,1,42,42,64,1192,192,1000,0.1610738255033557,33,128,false,false,false,false,false
847,161,1,42,42,70,1152,210,942,0.18229166666666666,19,142,false,false,false,false,false
848,161,1,42,42,55,1159,165,994,0.14236410698878343,29,132,false,false,false,false,false
849,161,1,42,42,66,1171,198,973,0.1690862510674637,26,135,false,false,false,false,false
850,161,1,42,42,67,1219,201,1018,0.16488925348646433,38,123,false,false,false,false,false
851,161,1,42,42,63,1180,189,991,0.16016949152542373,19,142,false,false,false,false,false
852,161,1,42,42,90,1206,270,936,0.22388059701492538,28,133,false,false,false,false,false
853,161,1,42,42,67,1203,201,1002,0.16708229426433915,25,136,false,false,false,false,false
854,161,1,42,42,60,1164,180,984,0.15463917525773196,28,133,false,false,false,false,false
855,161,1,42,42,81,1239,243,996,0.19612590799031476,30,131,false,false,false,false,false
856,161,1,42,42,66,1211,198,1013,0.1635012386457473,30,131,false,false,false,false,false
857,161,1,42,42,65,1175,195,980,0.16595744680851063,28,133,false,false,false,false,false
858,161,1,42,42,70,1179,210,969,0.178117048346056,33,128,false,false,false,false,false
859,161,1,42,42,83,1222,249,973,0.2037643207855974,27,134,false,false,false,false,false
860,161,1,42,42,75,1201,225,976,0.18734388009991673,33,128,false,false,false,false,false
861,161,1,42,42,91,1257,273,984,0.2171837708830549,24,137,false,false,false,false,false
862,161,1,42,42,73,1206,219,987,0.18159203980099503,25,136,false,false,false,false,false
863,161,1,42,42,62,1168,186,982,0.15924657534246575,31,130,false,false,false,false,false
864,161,1,42,42,59,1207,177,1030,0.14664457332228667,28,133,false,false,false,false,false
865,161,1,42,42,68,1155,204,951,0.17662337662337663,34,127,false,false,false,false,false
866,161,1,42,42,73,1209,219,990,0.18114143920595532,33,128,false,false,false,false,false
867,161,1,42,42,80,1199,240,959,0.20016680567139283,37,124,false,false,false,false,false
868,161,1,42,42,72,1171,216,955,0.18445772843723313,35,126,false,false,false,false,false
869,161,1,42,42,64,1158,192,966,0.16580310880829016,33,128,false,false,false,false,false
870,161,1,42,42,79,1214,237,977,0.19522240527182866,28,133,false,false,false,false,false
871,161,1,42,42,68,1206,204,1002,0.1691542288557214,25,136,false,false,false,false,false
872,161,1,42,42,79,1223,237,986,0.1937857726901063,29,132,false,false,false,false,false
873,161,1,42,42,72,1192,216,976,0.18120805369127516,31,130,false,false,false,false,false
874,161,1,42,42,71,1195,213,982,0.17824267782426778,24,137,false,false,false,false,false
875,161,1,42,42,76,1194,228,966,0.19095477386934673,28,133,false,false,false,false,false
876,161,1,42,42,67,1172,201,971,0.17150170648464164,25,136,false,false,false,false,false
877,161,1,42,42,64,1141,192,949,0.16827344434706398,28,133,false,false,false,false,false
878,161,1,42,42,67,1170,201,969,0.1717948717948718,35,126,false,false,false,false,false
879,161,1,42,42,70,1153,210,943,0.1821335646140503,29,132,false,false,false,false,false
880,161,1,42,42,75,1200,225,975,0.1875,26,135,false,false,false,false,false
881,161,1,42,42,92,1231,276,955,0.22420796100731114,27,134,false,false,false,false,false
882,161,1,42,42,77,1211,231,980,0.1907514450867052,32,129,false,false,false,false,false
883,161,1,42,42,68,1180,204,976,0.17288135593220338,26,135,false,false,false,false,false
884,161,1,42,42,79,1181,237,944,0.20067739204064353,29,132,false,false,false,false,false
885,161,2,41;1,41,75,1226,225,1001,0.1835236541598695,36,125,false,false,false,false,false
886,161,1,42,42,70,1179,210,969,0.178117048346056,35,126,false,false,false,false,false
887,161,1,42,42,77,1206,231,975,0.19154228855721392,29,132,false,false,false,false,false
888,161,1,42,42,76,1207,228,979,0.18889809444904723,30,131,false,false,false,false,false
889,161,1,42,42,56,1181,168,1013,0.14225232853513972,36,125,false,false,false,false,false
890,161,1,42,42,79,1254,237,1017,0.18899521531100477,25,136,false,false,false,false,false
891,161,1,42,42,67,1155,201,954,0.17402597402597403,34,127,false,false,false,false,false
892,161,1,42,42,75,1222,225,997,0.18412438625204583,32,129,false,false,false,false,false
893,161,1,42,42,78,1222,234,988,0.19148936170212766,32,129,false,false,false,false,false
894,161,1,42,42,89,1227,267,960,0.2176039119804401,36,125,false,false,false,false,false
895,161,1,42,42,70,1181,210,971,0.17781541066892464,30,131,false,false,false,false,false
896,161,1,42,42,80,1202,240,962,0.19966722129783693,27,134,false,false,false,false,false
897,161,1,42,42,73,1217,219,998,0.1799506984387839,28,133,false,false,false,false,false
898,161,1,42,42,70,1212,210,1002,0.17326732673267325,35,126,false,false,false,false,false
899,161,1,42,42,79,1195,237,958,0.198326359832636,30,131,false,false,false,false,false
900,161,1,42,42,77,1190,231,959,0.19411764705882353,31,130,false,false,false,false,false
901,161,1,42,42,77,1206,231,975,0.19154228855721392,27,134,false,false,false,false,false
902,161,1,42,42,67,1155,201,954,0.17402597402597403,34,127,false,false,false,false,false
903,161,1,42,42,66,1198,198,1000,0.1652754590984975,30,131,false,false,false,false,false
904,161,1,42,42,77,1186,231,955,0.19477234401349072,25,136,false,false,false,false,false
905,161,1,42,42,73,1191,219,972,0.18387909319899245,28,133,false,false,false,false,false
906,161,1,42,42,73,1197,219,978,0.18295739348370926,35,126,false,false,false,false,false
907,161,1,42,42,82,1235,246,989,0.19919028340080971,42,119,false,false,false,false,false
908,161,1,42,42,76,1223,228,995,0.18642681929681112,27,134,false,false,false,false,false
909,161,1,42,42,81,1223,243,980,0.19869174161896974,30,131,false,false,false,false,false
910,161,1,42,42,71,1197,213,984,0.17794486215538846,29,132,false,false,false,false,false
911,161,1,42,42,70,1161,210,951,0.18087855297157623,30,131,false,false,false,false,false
912,161,1,42,42,87,1221,261,960,0.21375921375921375,29,132,false,false,false,false,false
913,161,1,42,42,86,1212,258,954,0.21287128712871287,34,127,false,false,false,false,false
914,161,1,42,42,75,1236,225,1011,0.1820388349514563,32,129,false,false,false,false,false
915,161,1,42,42,61,1183,183,1000,0.15469146238377007,31,130,false,false,false,false,false
916,161,1,42,42,84,1191,252,939,0.21158690176322417,32,129,false,false,false,false,false
917,161,1,42,42,77,1205,231,974,0.19170124481327802,33,128,false,false,false,false,false
918,161,1,42,42,76,1213,228,985,0.18796372629843364,34,127,false,false,false,false,false
919,161,1,42,42,61,1159,183,976,0.15789473684210525,26,135,false,false,false,false,false
920,161,1,42,42,82,1229,246,983,0.2001627339300244,29,132,false,false,false,false,false
921,161,1,42,42,81,1217,243,974,0.19967132292522596,39,122,false,false,false,false,false
922,161,1,42,42,75,1196,225,971,0.18812709030100336,31,130,false,false,false,false,false
923,161,1,42,42,65,1188,195,993,0.16414141414141414,35,126,false,false,false,false,false
924,161,1,42,42,67,1154,201,953,0.17417677642980936,34,127,false,false,false,false,false
925,161,1,42,42,71,1190,213,977,0.17899159663865546,35,126,false,false,false,false,false
926,161,1,42,42,74,1187,222,965,0.18702611625947768,32,129,false,false,false,false,false
927,161,1,42,42,78,1202,234,968,0.194675540765391,36,125,false,false,false,false,false
928,161,1,42,42,83,1257,249,1008,0.19809069212410502,29,132,false,false,false,false,false
929,161,1,42,42,90,1243,270,973,0.2172164119066774,33,128,false,false,false,false,false
930,161,2,41;1,41,90,1250,270,980,0.216,29,132,false,false,false,false,false
931,161,1,42,42,74,1176,222,954,0.18877551020408162,30,131,false,false,false,false,false
932,161,1,42,42,69,1182,207,975,0.1751269035532995,30,131,false,false,false,false,false
933,161,1,42,42,77,1199,231,968,0.1926605504587156,30,131,false,false,false,false,false
934,161,1,42,42,71,1215,213,1002,0.17530864197530865,27,134,false,false,false,false,false
935,161,1,42,42,76,1180,228,952,0.19322033898305085,28,133,false,false,false,false,false
936,161,1,42,42,74,1215,222,993,0.18271604938271604,33,128,false,false,false,false,false
937,161,1,42,42,73,1218,219,999,0.17980295566502463,24,137,false,false,false,false,false
938,161,1,42,42,78,1190,234,956,0.19663865546218487,34,127,false,false,false,false,false
939,161,1,42,42,71,1189,213,976,0.1791421362489487,29,132,false,false,false,false,false
940,161,1,42,42,63,1174,189,985,0.16098807495741055,31,130,false,false,false,false,false
941,161,1,42,42,81,1234,243,991,0.19692058346839547,39,122,false,false,false,false,false
942,161,1,42,42,73,1225,219,1006,0.17877551020408164,29,132,false,false,false,false,false
943,161,1,42,42,65,1196,195,1001,0.16304347826086957,27,134,false,false,false,false,false
944,161,1,42,42,85,1205,255,950,0.21161825726141079,32,129,false,false,false,false,false
945,161,1,42,42,65,1189,195,994,0.16400336417157274,24,137,false,false,false,false,false
946,161,1,42,42,78,1200,234,966,0.195,41,120,false,false,false,false,false
947,161,1,42,42,87,1185,261,924,0.22025316455696203,34,127,false,false,false,false,false
948,161,1,42,42,79,1181,237,944,0.20067739204064353,30,131,false,false,false,false,false
949,161,1,42,42,82,1234,246,988,0.1993517017828201,33,128,false,false,false,false,false
950,161,1,42,42,69,1202,207,995,0.17221297836938437,26,135,false,false,false,false,false
951,161,1,42,42,59,1149,177,972,0.15404699738903394,31,130,false,false,false,false,false
952,161,1,42,42,74,1218,222,996,0.18226600985221675,34,127,false,false,false,false,false
953,161,1,42,42,74,1182,222,960,0.18781725888324874,38,123,false,false,false,false,false
954,161,1,42,42,81,1214,243,971,0.200164744645799,19,142,false,false,false,false,false
955,161,1,42,42,77,1183,231,952,0.1952662721893491,30,131,false,false,false,false,false
956,161,1,42,42,87,1184,261,923,0.2204391891891892,28,133,false,false,false,false,false
957,161,1,42,42,71,1180,213,967,0.1805084745762712,24,137,false,false,false,false,false
958,161,1,42,42,74,1203,222,981,0.18453865336658354,35,126,false,false,false,false,false
959,161,1,42,42,69,1191,207,984,0.17380352644836272,28,133,false,false,false,false,false
960,161,1,42,42,73,1187,219,968,0.18449873631002528,27,134,false,false,false,false,false
961,161,1,42,42,64,1184,192,992,0.16216216216216217,29,132,false,false,false,false,false
962,161,1,42,42,74,1220,222,998,0.1819672131147541,23,138,false,false,false,false,false
963,161,1,42,42,57,1174,171,1003,0.14565587734241908,35,126,false,false,false,false,false
964,161,1,42,42,62,1178,186,992,0.15789473684210525,33,128,false,false,false,false,false
965,161,1,42,42,74,1181,222,959,0.18797629127857748,31,130,false,false,false,false,false
966,161,1,42,42,80,1194,240,954,0.20100502512562815,36,125,false,false,false,false,false
967,161,1,42,42,79,1224,237,987,0.19362745098039216,37,124,false,false,false,false,false
968,161,1,42,42,68,1191,204,987,0.1712846347607053,31,130,false,false,false,false,false
969,161,1,42,42,77,1250,231,1019,0.1848,21,140,false,false,false,false,false
970,161,1,42,42,77,1198,231,967,0.19282136894824708,26,135,false,false,false,false,false
971,161,1,42,42,81,1250,243,1007,0.1944,28,133,false,false,false,false,false
972,161,1,42,42,74,1158,222,936,0.19170984455958548,23,138,false,false,false,false,false
973,161,1,42,42,67,1185,201,984,0.16962025316455695,30,131,false,false,false,false,false
974,161,1,42,42,70,1175,210,965,0.17872340425531916,27,134,false,false,false,false,false
975,161,1,42,42,61,1177,183,994,0.1554800339847069,35,126,false,false,false,false,false
976,161,1,42,42,76,1200,228,972,0.19,31,130,false,false,false,false,false
977,161,1,42,42,68,1163,204,959,0.17540842648323302,30,131,false,false,false,false,false
978,161,1,42,42,81,1176,243,933,0.2066326530612245,23,138,false,false,false,false,false
979,161,1,42,42,69,1190,207,983,0.17394957983193277,24,137,false,false,false,false,false
980,161,1,42,42,82,1217,246,971,0.20213640098603122,30,131,false,false,false,false,false
981,161,1,42,42,77,1188,231,957,0.19444444444444445,34,127,false,false,false,false,false
982,161,1,42,42,70,1187,210,977,0.17691659646166807,28,133,false,false,false,false,false
983,161,1,42,42,72,1179,216,963,0.183206106870229,38,123,false,false,false,false,false
984,161,1,42,42,83,1212,249,963,0.20544554455445543,29,132,false,false,false,false,false
985,161,1,42,42,71,1197,213,984,0.17794486215538846,33,128,false,false,false,false,false
986,161,1,42,42,72,1218,216,1002,0.17733990147783252,20,141,false,false,false,false,false
987,161,1,42,42,76,1178,228,950,0.1935483870967742,31,130,false,false,false,false,false
988,161,1,42,42,69,1183,207,976,0.1749788672865596,29,132,false,false,false,false,false
989,161,1,42,42,71,1181,213,968,0.18035563082133785,32,129,false,false,false,false,false
990,161,1,42,42,76,1199,228,971,0.1901584653878232,32,129,false,false,false,false,false
991,161,2,41;1,41,77,1225,231,994,0.18857142857142858,30,131,false,false,false,false,false
992,161,1,42,42,82,1163,246,917,0.2115219260533104,28,133,false,false,false,false,false
993,161,1,42,42,84,1196,252,944,0.21070234113712374,30,131,false,false,false,false,false
994,161,1,42,42,60,1187,180,1007,0.15164279696714406,26,135,false,false,false,false,false
995,161,1,42,42,78,1207,234,973,0.19386909693454846,27,134,false,false,false,false,false
996,161,1,42,42,80,1180,240,940,0.2033898305084746,29,132,false,false,false,false,false
997,161,1,42,42,82,1222,246,976,0.20130932896890344,29,132,false,false,false,false,false
998,161,1,42,42,77,1172,231,941,0.197098976109215,30,131,false,false,false,false,false
999,161,1,42,42,68,1172,204,968,0.17406143344709898,32,129,false,false,false,false,false
1000,161,1,42,42,74,1204,222,982,0.18438538205980065,30,131,false,false,false,false,false
1001,161,1,42,42,59,1149,177,972,0.15404699738903394,27,134,false,false,false,false,false
1002,161,1,42,42,85,1217,255,962,0.209531635168447,35,126,false,false,false,false,false
1003,161,1,42,42,78,1194,234,960,0.19597989949748743,39,122,false,false,false,false,false
1004,161,1,42,42,75,1214,225,989,0.18533772652388797,31,130,false,false,false,false,false
1005,161,1,42,42,88,1209,264,945,0.21836228287841192,27,134,false,false,false,false,false
1006,161,1,42,42,85,1194,255,939,0.2135678391959799,23,138,false,false,false,false,false
1007,161,1,42,42,73,1197,219,978,0.18295739348370926,30,131,false,false,false,false,false
1008,161,1,42,42,73,1179,219,960,0.18575063613231552,28,133,false,false,false,false,false
1009,161,1,42,42,78,1199,234,965,0.195162635529608,28,133,false,false,false,false,false
1010,161,1,42,42,91,1228,273,955,0.22231270358306188,29,132,false,false,false,false,false
1011,161,1,42,42,76,1222,228,994,0.18657937806873978,33,128,false,false,false,false,false
1012,161,2,41;1,41,85,1224,255,969,0.20833333333333334,32,129,false,false,false,false,false
1013,161,1,42,42,76,1222,228,994,0.18657937806873978,36,125,false,false,false,false,false
1014,161,1,42,42,63,1189,189,1000,0.15895710681244743,26,135,false,false,false,false,false
1015,161,1,42,42,73,1201,219,982,0.1823480432972523,33,128,false,false,false,false,false
1016,161,1,42,42,63,1157,189,968,0.1633535004321521,24,137,false,false,false,false,false
1017,161,1,42,42,81,1172,243,929,0.20733788395904437,28,133,false,false,false,false,false
1018,161,1,42,42,76,1194,228,966,0.19095477386934673,33,128,false,false,false,false,false
1019,161,1,42,42,85,1261,255,1006,0.20222045995241872,27,134,false,false,false,false,false
1020,161,1,42,42,96,1234,288,946,0.233387358184765,27,134,false,false,false,false,false
1021,161,1,42,42,75,1214,225,989,0.18533772652388797,30,131,false,false,false,false,false
1022,161,1,42,42,73,1169,219,950,0.18733960650128315,27,134,false,false,false,false,false
1023,161,1,42,42,79,1214,237,977,0.19522240527182866,41,120,false,false,false,false,false
1024,161,1,42,42,93,1268,279,989,0.2200315457413249,34,127,false,false,false,false,false
1025,161,1,42,42,72,1197,216,981,0.18045112781954886,33,128,false,false,false,false,false
1026,161,1,42,42,75,1195,225,970,0.18828451882845187,29,132,false,false,false,false,false
1027,161,1,42,42,87,1199,261,938,0.2176814011676397,32,129,false,false,false,false,false
1028,161,1,42,42,99,1295,297,998,0.22934362934362934,25,136,false,false,false,false,false
1029,161,1,42,42,82,1257,246,1011,0.1957040572792363,26,135,false,false,false,false,false
1030,161,1,42,42,76,1197,228,969,0.19047619047619047,31,130,false,false,false,false,false
1031,161,1,42,42,75,1173,225,948,0.1918158567774936,31,130,false,false,false,false,false
1032,161,1,42,42,74,1183,222,961,0.18765849535080303,35,126,false,false,false,false,false
1033,161,1,42,42,71,1185,213,972,0.17974683544303796,24,137,false,false,false,false,false
1034,161,1,42,42,71,1210,213,997,0.17603305785123968,39,122,false,false,false,false,false
1035,161,1,42,42,79,1205,237,968,0.1966804979253112,30,131,false,false,false,false,false
1036,161,1,42,42,94,1228,282,946,0.2296416938110749,29,132,false,false,false,false,false
1037,161,1,42,42,74,1195,222,973,0.18577405857740587,28,133,false,false,false,false,false
1038,161,1,42,42,69,1213,207,1006,0.17065127782357792,23,138,false,false,false,false,false
1039,161,1,42,42,71,1179,213,966,0.1806615776081425,38,123,false,false,false,false,false
1040,161,1,42,42,62,1233,186,1047,0.15085158150851583,35,126,false,false,false,false,false
1041,161,1,42,42,69,1219,207,1012,0.16981132075471697,28,133,false,false,false,false,false
1042,161,1,42,42,73,1213,219,994,0.18054410552349548,25,136,false,false,false,false,false
1043,161,1,42,42,69,1150,207,943,0.18,31,130,false,false,false,false,false
1044,161,1,42,42,59,1181,177,1004,0.14987298899237933,29,132,false,false,false,false,false
1045,161,1,42,42,81,1207,243,964,0.20132560066280034,36,125,false,false,false,false,false
1046,161,1,42,42,84,1225,252,973,0.2057142857142857,38,123,false,false,false,false,false
1047,161,1,42,42,71,1185,213,972,0.17974683544303796,26,135,false,false,false,false,false
1048,161,1,42,42,81,1233,243,990,0.19708029197080293,32,129,false,false,false,false,false
1049,161,1,42,42,75,1244,225,1019,0.18086816720257234,25,136,false,false,false,false,false
1050,161,1,42,42,85,1218,255,963,0.20935960591133004,38,123,false,false,false,false,false
1051,161,1,42,42,79,1184,237,947,0.20016891891891891,38,123,false,false,false,false,false
1052,161,1,42,42,77,1205,231,974,0.19170124481327802,33,128,false,false,false,false,false
1053,161,1,42,42,74,1248,222,1026,0.1778846153846154,38,123,false,false,false,false,false
1054,161,1,42,42,58,1162,174,988,0.14974182444061962,35,126,false,false,false,false,false
1055,161,1,42,42,73,1171,219,952,0.1870196413321947,27,134,false,false,false,false,false
1056,161,1,42,42,83,1219,249,970,0.20426579163248565,29,132,false,false,false,false,false
1057,161,1,42,42,85,1252,255,997,0.2036741214057508,38,123,false,false,false,false,false
1058,161,1,42,42,78,1173,234,939,0.19948849104859334,37,124,false,false,false,false,false
1059,161,1,42,42,65,1200,195,1005,0.1625,32,129,false,false,false,false,false
1060,161,1,42,42,72,1218,216,1002,0.17733990147783252,28,133,false,false,false,false,false
1061,161,1,42,42,84,1216,252,964,0.20723684210526316,41,120,false,false,false,false,false
1062,161,1,42,42,79,1203,237,966,0.1970074812967581,28,133,false,false,false,false,false
1063,161,1,42,42,65,1223,195,1028,0.15944399018806213,36,125,false,false,false,false,false
1064,161,1,42,42,66,1194,198,996,0.1658291457286432,28,133,false,false,false,false,false
1065,161,1,42,42,83,1260,249,1011,0.1976190476190476,29,132,false,false,false,false,false
1066,161,1,42,42,78,1211,234,977,0.19322873658133774,27,134,false,false,false,false,false
1067,161,1,42,42,61,1216,183,1033,0.15049342105263158,25,136,false,false,false,false,false
1068,161,1,42,42,73,1218,219,999,0.17980295566502463,28,133,false,false,false,false,false
1069,161,1,42,42,83,1262,249,1013,0.19730586370839936,34,127,false,false,false,false,false
1070,161,1,42,42,72,1206,216,990,0.1791044776119403,26,135,false,false,false,false,false
1071,161,1,42,42,72,1173,216,957,0.18414322250639387,29,132,false,false,false,false,false
1072,161,1,42,42,77,1206,231,975,0.19154228855721392,34,127,false,false,false,false,false
1073,161,1,42,42,79,1215,237,978,0.19506172839506172,31,130,false,false,false,false,false
1074,161,1,42,42,73,1198,219,979,0.18280467445742904,30,131,false,false,false,false,false
1075,161,1,42,42,70,1187,210,977,0.17691659646166807,28,133,false,false,false,false,false
1076,161,1,42,42,82,1204,246,958,0.20431893687707642,27,134,false,false,false,false,false
1077,161,1,42,42,77,1202,231,971,0.19217970049916805,26,135,false,false,false,false,false
1078,161,1,42,42,64,1188,192,996,0.16161616161616163,25,136,false,false,false,false,false
1079,161,1,42,42,79,1193,237,956,0.19865884325230512,23,138,false,false,false,false,false
1080,161,1,42,42,74,1203,222,981,0.18453865336658354,31,130,false,false,false,false,false
1081,161,1,42,42,72,1151,216,935,0.18766290182450043,34,127,false,false,false,false,false
1082,161,1,42,42,83,1187,249,938,0.20977253580454927,27,134,false,false,false,false,false
1083,161,1,42,42,72,1170,216,954,0.18461538461538463,29,132,false,false,false,false,false
1084,161,1,42,42,70,1186,210,976,0.17706576728499157,32,129,false,false,false,false,false
1085,161,1,42,42,78,1173,234,939,0.19948849104859334,32,129,false,false,false,false,false
1086,161,1,42,42,70,1194,210,984,0.17587939698492464,26,135,false,false,false,false,false
1087,161,1,42,42,85,1203,255,948,0.2119700748129676,31,130,false,false,false,false,false
1088,161,1,42,42,84,1191,252,939,0.21158690176322417,43,118,false,false,false,false,false
1089,161,1,42,42,83,1220,249,971,0.2040983606557377,33,128,false,false,false,false,false
1090,161,1,42,42,77,1195,231,964,0.19330543933054392,31,130,false,false,false,false,false
1091,161,1,42,42,75,1215,225,990,0.18518518518518517,35,126,false,false,false,false,false
1092,161,1,42,42,68,1215,204,1011,0.16790123456790124,32,129,false,false,false,false,false
1093,161,1,42,42,73,1229,219,1010,0.17819365337672904,35,126,false,false,false,false,false
1094,161,1,42,42,57,1183,171,1012,0.1445477599323753,26,135,false,false,false,false,false
1095,161,1,42,42,62,1180,186,994,0.1576271186440678,34,127,false,false,false,false,false
1096,161,1,42,42,79,1229,237,992,0.19283970707892595,32,129,false,false,false,false,false
1097,161,1,42,42,76,1219,228,991,0.18703855619360132,31,130,false,false,false,false,false
1098,161,1,42,42,78,1223,234,989,0.19133278822567457,39,122,false,false,false,false,false
1099,161,1,42,42,77,1210,231,979,0.19090909090909092,31,130,false,false,false,false,false
1100,161,1,42,42,82,1187,246,941,0.2072451558550969,24,137,false,false,false,false,false
1101,161,1,42,42,73,1228,219,1009,0.1783387622149837,21,140,false,false,false,false,false
1102,161,1,42,42,59,1175,177,998,0.15063829787234043,38,123,false,false,false,false,false
1103,161,1,42,42,84,1200,252,948,0.21,37,124,false,false,false,false,false
1104,161,1,42,42,67,1213,201,1012,0.16570486397361914,32,129,false,false,false,false,false
1105,161,1,42,42,70,1250,210,1040,0.168,34,127,false,false,false,false,false
1106,161,1,42,42,72,1169,216,953,0.1847733105218135,25,136,false,false,false,false,false
1107,161,1,42,42,74,1187,222,965,0.18702611625947768,36,125,false,false,false,false,false
1108,161,1,42,42,64,1176,192,984,0.16326530612244897,28,133,false,false,false,false,false
1109,161,1,42,42,76,1193,228,965,0.19111483654652137,32,129,false,false,false,false,false
1110,161,1,42,42,80,1226,240,986,0.19575856443719414,32,129,false,false,false,false,false
1111,161,1,42,42,68,1195,204,991,0.1707112970711297,35,126,false,false,false,false,false
1112,161,1,42,42,73,1179,219,960,0.18575063613231552,29,132,false,false,false,false,false
1113,161,1,42,42,66,1181,198,983,0.1676545300592718,34,127,false,false,false,false,false
1114,161,1,42,42,61,1158,183,975,0.15803108808290156,31,130,false,false,false,false,false
1115,161,1,42,42,85,1253,255,998,0.20351157222665603,22,139,false,false,false,false,false
1116,161,1,42,42,73,1237,219,1018,0.17704122877930478,25,136,false,false,false,false,false
1117,161,1,42,42,74,1176,222,954,0.18877551020408162,24,137,false,false,false,false,false
1118,161,1,42,42,71,1185,213,972,0.17974683544303796,31,130,false,false,false,false,false
1119,161,1,42,42,66,1182,198,984,0.16751269035532995,27,134,false,false,false,false,false
1120,161,1,42,42,77,1165,231,934,0.1982832618025751,32,129,false,false,false,false,false
1121,161,1,42,42,64,1222,192,1030,0.15711947626841244,27,134,false,false,false,false,false
1122,161,1,42,42,73,1221,219,1002,0.17936117936117937,30,131,false,false,false,false,false
1123,161,1,42,42,69,1172,207,965,0.1766211604095563,33,128,false,false,false,false,false
1124,161,1,42,42,68,1213,204,1009,0.16817807089859851,28,133,false,false,false,false,false
1125,161,1,42,42,67,1195,201,994,0.1682008368200837,30,131,false,false,false,false,false
1126,161,1,42,42,78,1188,234,954,0.19696969696969696,30,131,false,false,false,false,false
