trial_id,edge_count,component_count,component_sizes_sorted_desc,largest_component_size,triangle_count,connected_triple_count,closed_triple_count,open_wedge_count,global_closure_ratio,semantic_within_block_edge_count,semantic_cross_block_edge_count,all_edges_within_semantic_blocks,all_components_are_cliques,component_sizes_match_observed_pattern,complete_disjoint_clique_blocks_confirmed,matches_exact_semantic_block_edge_set,accepted_swaps
507,161,1,42,42,78,1260,234,1026,0.18571428571428572,44,117,false,false,false,false,false,2842
508,161,1,42,42,85,1260,255,1005,0.20238095238095238,48,113,false,false,false,false,false,2872
509,161,1,42,42,92,1260,276,984,0.21904761904761905,38,123,false,false,false,false,false,2801
510,161,1,42,42,85,1260,255,1005,0.20238095238095238,47,114,false,false,false,false,false,2804
511,161,1,42,42,89,1260,267,993,0.2119047619047619,43,118,false,false,false,false,false,2845
512,161,1,42,42,93,1260,279,981,0.22142857142857142,39,122,false,false,false,false,false,2877
513,161,1,42,42,92,1260,276,984,0.21904761904761905,51,110,false,false,false,false,false,2867
514,161,1,42,42,85,1260,255,1005,0.20238095238095238,41,120,false,false,false,false,false,2815
515,161,1,42,42,78,1260,234,1026,0.18571428571428572,36,125,false,false,false,false,false,2894
516,161,1,42,42,84,1260,252,1008,0.2,43,118,false,false,false,false,false,2828
517,161,1,42,42,77,1260,231,1029,0.18333333333333332,41,120,false,false,false,false,false,2805
518,161,1,42,42,81,1260,243,1017,0.19285714285714287,44,117,false,false,false,false,false,2895
519,161,1,42,42,86,1260,258,1002,0.20476190476190476,50,111,false,false,false,false,false,2894
520,161,1,42,42,81,1260,243,1017,0.19285714285714287,49,112,false,false,false,false,false,2855
521,161,1,42,42,90,1260,270,990,0.21428571428571427,39,122,false,false,false,false,false,2836
522,161,1,42,42,94,1260,282,978,0.22380952380952382,42,119,false,false,false,false,false,2849
523,161,1,42,42,82,1260,246,1014,0.19523809523809524,42,119,false,false,false,false,false,2823
524,161,1,42,42,91,1260,273,987,0.21666666666666667,44,117,false,false,false,false,false,2883
525,161,1,42,42,77,1260,231,1029,0.18333333333333332,45,116,false,false,false,false,false,2883
526,161,1,42,42,82,1260,246,1014,0.19523809523809524,33,128,false,false,false,false,false,2919
527,161,1,42,42,85,1260,255,1005,0.20238095238095238,42,119,false,false,false,false,false,2779
528,161,1,42,42,78,1260,234,1026,0.18571428571428572,40,121,false,false,false,false,false,2874
529,161,1,42,42,80,1260,240,1020,0.19047619047619047,39,122,false,false,false,false,false,2841
530,161,1,42,42,97,1260,291,969,0.23095238095238096,39,122,false,false,false,false,false,2855
531,161,1,42,42,98,1260,294,966,0.23333333333333334,42,119,false,false,false,false,false,2871
532,161,1,42,42,84,1260,252,1008,0.2,41,120,false,false,false,false,false,2801
533,161,1,42,42,98,1260,294,966,0.23333333333333334,45,116,false,false,false,false,false,2857
534,161,1,42,42,86,1260,258,1002,0.20476190476190476,42,119,false,false,false,false,false,2855
535,161,1,42,42,82,1260,246,1014,0.19523809523809524,42,119,false,false,false,false,false,2858
536,161,1,42,42,93,1260,279,981,0.22142857142857142,44,117,false,false,false,false,false,2806
537,161,1,42,42,97,1260,291,969,0.23095238095238096,38,123,false,false,false,false,false,2861
538,161,1,42,42,92,1260,276,984,0.21904761904761905,43,118,false,false,false,false,false,2847
539,161,1,42,42,83,1260,249,1011,0.1976190476190476,41,120,false,false,false,false,false,2842
540,161,1,42,42,84,1260,252,1008,0.2,41,120,false,false,false,false,false,2919
541,161,1,42,42,93,1260,279,981,0.22142857142857142,44,117,false,false,false,false,false,2851
542,161,1,42,42,89,1260,267,993,0.2119047619047619,41,120,false,false,false,false,false,2876
543,161,1,42,42,89,1260,267,993,0.2119047619047619,45,116,false,false,false,false,false,2869
544,161,1,42,42,88,1260,264,996,0.20952380952380953,46,115,false,false,false,false,false,2833
545,161,1,42,42,82,1260,246,1014,0.19523809523809524,47,114,false,false,false,false,false,2902
546,161,1,42,42,83,1260,249,1011,0.1976190476190476,46,115,false,false,false,false,false,2889
547,161,1,42,42,74,1260,222,1038,0.1761904761904762,40,121,false,false,false,false,false,2820
548,161,1,42,42,96,1260,288,972,0.22857142857142856,40,121,false,false,false,false,false,2831
549,161,1,42,42,92,1260,276,984,0.21904761904761905,45,116,false,false,false,false,false,2910
550,161,1,42,42,89,1260,267,993,0.2119047619047619,46,115,false,false,false,false,false,2764
551,161,1,42,42,86,1260,258,1002,0.20476190476190476,38,123,false,false,false,false,false,2869
552,161,1,42,42,96,1260,288,972,0.22857142857142856,42,119,false,false,false,false,false,2836
553,161,1,42,42,83,1260,249,1011,0.1976190476190476,44,117,false,false,false,false,false,2882
554,161,1,42,42,81,1260,243,1017,0.19285714285714287,42,119,false,false,false,false,false,2859
555,161,1,42,42,76,1260,228,1032,0.18095238095238095,42,119,false,false,false,false,false,2854
556,161,1,42,42,85,1260,255,1005,0.20238095238095238,36,125,false,false,false,false,false,2807
557,161,1,42,42,86,1260,258,1002,0.20476190476190476,44,117,false,false,false,false,false,2826
558,161,1,42,42,95,1260,285,975,0.2261904761904762,47,114,false,false,false,false,false,2853
559,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2832
560,161,1,42,42,83,1260,249,1011,0.1976190476190476,50,111,false,false,false,false,false,2850
561,161,1,42,42,87,1260,261,999,0.20714285714285716,46,115,false,false,false,false,false,2802
562,161,1,42,42,92,1260,276,984,0.21904761904761905,51,110,false,false,false,false,false,2871
563,161,1,42,42,90,1260,270,990,0.21428571428571427,46,115,false,false,false,false,false,2849
564,161,1,42,42,95,1260,285,975,0.2261904761904762,39,122,false,false,false,false,false,2882
565,161,1,42,42,77,1260,231,1029,0.18333333333333332,37,124,false,false,false,false,false,2863
566,161,1,42,42,96,1260,288,972,0.22857142857142856,42,119,false,false,false,false,false,2853
567,161,1,42,42,102,1260,306,954,0.24285714285714285,39,122,false,false,false,false,false,2884
568,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2868
569,161,1,42,42,86,1260,258,1002,0.20476190476190476,43,118,false,false,false,false,false,2834
570,161,1,42,42,88,1260,264,996,0.20952380952380953,54,107,false,false,false,false,false,2837
571,161,1,42,42,95,1260,285,975,0.2261904761904762,43,118,false,false,false,false,false,2918
572,161,1,42,42,92,1260,276,984,0.21904761904761905,34,127,false,false,false,false,false,2891
573,161,1,42,42,82,1260,246,1014,0.19523809523809524,39,122,false,false,false,false,false,2877
574,161,1,42,42,83,1260,249,1011,0.1976190476190476,49,112,false,false,false,false,false,2864
575,161,1,42,42,98,1260,294,966,0.23333333333333334,44,117,false,false,false,false,false,2878
576,161,1,42,42,86,1260,258,1002,0.20476190476190476,52,109,false,false,false,false,false,2830
577,161,1,42,42,84,1260,252,1008,0.2,43,118,false,false,false,false,false,2875
578,161,1,42,42,82,1260,246,1014,0.19523809523809524,52,109,false,false,false,false,false,2806
579,161,1,42,42,73,1260,219,1041,0.1738095238095238,36,125,false,false,false,false,false,2882
580,161,1,42,42,86,1260,258,1002,0.20476190476190476,39,122,false,false,false,false,false,2858
581,161,1,42,42,83,1260,249,1011,0.1976190476190476,52,109,false,false,false,false,false,2875
582,161,1,42,42,76,1260,228,1032,0.18095238095238095,40,121,false,false,false,false,false,2877
583,161,1,42,42,95,1260,285,975,0.2261904761904762,39,122,false,false,false,false,false,2814
584,161,1,42,42,90,1260,270,990,0.21428571428571427,48,113,false,false,false,false,false,2837
585,161,1,42,42,78,1260,234,1026,0.18571428571428572,37,124,false,false,false,false,false,2854
586,161,1,42,42,83,1260,249,1011,0.1976190476190476,42,119,false,false,false,false,false,2854
587,161,1,42,42,96,1260,288,972,0.22857142857142856,44,117,false,false,false,false,false,2852
588,161,1,42,42,88,1260,264,996,0.20952380952380953,42,119,false,false,false,false,false,2850
589,161,1,42,42,76,1260,228,1032,0.18095238095238095,34,127,false,false,false,false,false,2818
590,161,1,42,42,99,1260,297,963,0.2357142857142857,52,109,false,false,false,false,false,2853
591,161,1,42,42,83,1260,249,1011,0.1976190476190476,36,125,false,false,false,false,false,2890
592,161,1,42,42,89,1260,267,993,0.2119047619047619,49,112,false,false,false,false,false,2772
593,161,1,42,42,86,1260,258,1002,0.20476190476190476,43,118,false,false,false,false,false,2852
594,161,1,42,42,87,1260,261,999,0.20714285714285716,39,122,false,false,false,false,false,2887
595,161,1,42,42,86,1260,258,1002,0.20476190476190476,38,123,false,false,false,false,false,2823
596,161,1,42,42,93,1260,279,981,0.22142857142857142,44,117,false,false,false,false,false,2809
597,161,1,42,42,81,1260,243,1017,0.19285714285714287,52,109,false,false,false,false,false,2817
598,161,1,42,42,87,1260,261,999,0.20714285714285716,40,121,false,false,false,false,false,2870
599,161,1,42,42,82,1260,246,1014,0.19523809523809524,41,120,false,false,false,false,false,2890
600,161,1,42,42,94,1260,282,978,0.22380952380952382,39,122,false,false,false,false,false,2770
601,161,1,42,42,89,1260,267,993,0.2119047619047619,37,124,false,false,false,false,false,2785
602,161,1,42,42,93,1260,279,981,0.22142857142857142,43,118,false,false,false,false,false,2876
603,161,1,42,42,85,1260,255,1005,0.20238095238095238,42,119,false,false,false,false,false,2820
604,161,1,42,42,78,1260,234,1026,0.18571428571428572,45,116,false,false,false,false,false,2813
605,161,1,42,42,76,1260,228,1032,0.18095238095238095,36,125,false,false,false,false,false,2871
606,161,1,42,42,66,1260,198,1062,0.15714285714285714,47,114,false,false,false,false,false,2852
607,161,1,42,42,82,1260,246,1014,0.19523809523809524,48,113,false,false,false,false,false,2824
608,161,1,42,42,92,1260,276,984,0.21904761904761905,34,127,false,false,false,false,false,2914
609,161,1,42,42,97,1260,291,969,0.23095238095238096,40,121,false,false,false,false,false,2833
610,161,1,42,42,89,1260,267,993,0.2119047619047619,45,116,false,false,false,false,false,2875
611,161,1,42,42,85,1260,255,1005,0.20238095238095238,35,126,false,false,false,false,false,2835
612,161,1,42,42,89,1260,267,993,0.2119047619047619,42,119,false,false,false,false,false,2816
613,161,1,42,42,72,1260,216,1044,0.17142857142857143,37,124,false,false,false,false,false,2853
614,161,1,42,42,87,1260,261,999,0.20714285714285716,41,120,false,false,false,false,false,2894
615,161,1,42,42,94,1260,282,978,0.22380952380952382,43,118,false,false,false,false,false,2811
616,161,1,42,42,91,1260,273,987,0.21666666666666667,41,120,false,false,false,false,false,2797
617,161,1,42,42,76,1260,228,1032,0.18095238095238095,47,114,false,false,false,false,false,2892
618,161,1,42,42,94,1260,282,978,0.22380952380952382,44,117,false,false,false,false,false,2893
619,161,1,42,42,93,1260,279,981,0.22142857142857142,48,113,false,false,false,false,false,2872
620,161,1,42,42,88,1260,264,996,0.20952380952380953,42,119,false,false,false,false,false,2829
621,161,1,42,42,74,1260,222,1038,0.1761904761904762,35,126,false,false,false,false,false,2855
622,161,1,42,42,94,1260,282,978,0.22380952380952382,42,119,false,false,false,false,false,2874
623,161,1,42,42,86,1260,258,1002,0.20476190476190476,34,127,false,false,false,false,false,2854
624,161,1,42,42,81,1260,243,1017,0.19285714285714287,40,121,false,false,false,false,false,2870
625,161,1,42,42,89,1260,267,993,0.2119047619047619,39,122,false,false,false,false,false,2849
626,161,1,42,42,87,1260,261,999,0.20714285714285716,41,120,false,false,false,false,false,2801
627,161,1,42,42,79,1260,237,1023,0.1880952380952381,33,128,false,false,false,false,false,2890
628,161,1,42,42,90,1260,270,990,0.21428571428571427,42,119,false,false,false,false,false,2851
629,161,1,42,42,93,1260,279,981,0.22142857142857142,42,119,false,false,false,false,false,2839
630,161,1,42,42,86,1260,258,1002,0.20476190476190476,34,127,false,false,false,false,false,2814
631,161,1,42,42,94,1260,282,978,0.22380952380952382,33,128,false,false,false,false,false,2817
632,161,1,42,42,86,1260,258,1002,0.20476190476190476,47,114,false,false,false,false,false,2881
633,161,1,42,42,76,1260,228,1032,0.18095238095238095,35,126,false,false,false,false,false,2834
634,161,1,42,42,79,1260,237,1023,0.1880952380952381,41,120,false,false,false,false,false,2865
635,161,1,42,42,85,1260,255,1005,0.20238095238095238,44,117,false,false,false,false,false,2838
636,161,1,42,42,88,1260,264,996,0.20952380952380953,46,115,false,false,false,false,false,2869
637,161,1,42,42,85,1260,255,1005,0.20238095238095238,41,120,false,false,false,false,false,2809
638,161,1,42,42,89,1260,267,993,0.2119047619047619,51,110,false,false,false,false,false,2841
639,161,1,42,42,89,1260,267,993,0.2119047619047619,46,115,false,false,false,false,false,2816
640,161,1,42,42,94,1260,282,978,0.22380952380952382,51,110,false,false,false,false,false,2893
641,161,1,42,42,87,1260,261,999,0.20714285714285716,40,121,false,false,false,false,false,2848
642,161,1,42,42,82,1260,246,1014,0.19523809523809524,48,113,false,false,false,false,false,2852
643,161,1,42,42,90,1260,270,990,0.21428571428571427,42,119,false,false,false,false,false,2890
644,161,1,42,42,81,1260,243,1017,0.19285714285714287,38,123,false,false,false,false,false,2837
645,161,1,42,42,87,1260,261,999,0.20714285714285716,43,118,false,false,false,false,false,2844
646,161,1,42,42,93,1260,279,981,0.22142857142857142,45,116,false,false,false,false,false,2913
647,161,1,42,42,85,1260,255,1005,0.20238095238095238,43,118,false,false,false,false,false,2885
648,161,1,42,42,88,1260,264,996,0.20952380952380953,36,125,false,false,false,false,false,2839
649,161,1,42,42,96,1260,288,972,0.22857142857142856,48,113,false,false,false,false,false,2816
650,161,1,42,42,90,1260,270,990,0.21428571428571427,43,118,false,false,false,false,false,2886
651,161,1,42,42,93,1260,279,981,0.22142857142857142,43,118,false,false,false,false,false,2863
652,161,1,42,42,77,1260,231,1029,0.18333333333333332,42,119,false,false,false,false,false,2881
653,161,1,42,42,85,1260,255,1005,0.20238095238095238,40,121,false,false,false,false,false,2859
654,161,1,42,42,79,1260,237,1023,0.1880952380952381,42,119,false,false,false,false,false,2783
655,161,1,42,42,83,1260,249,1011,0.1976190476190476,39,122,false,false,false,false,false,2859
656,161,1,42,42,91,1260,273,987,0.21666666666666667,48,113,false,false,false,false,false,2820
657,161,1,42,42,83,1260,249,1011,0.1976190476190476,39,122,false,false,false,false,false,2911
658,161,1,42,42,88,1260,264,996,0.20952380952380953,42,119,false,false,false,false,false,2801
659,161,1,42,42,82,1260,246,1014,0.19523809523809524,47,114,false,false,false,false,false,2878
660,161,1,42,42,87,1260,261,999,0.20714285714285716,39,122,false,false,false,false,false,2915
661,161,1,42,42,93,1260,279,981,0.22142857142857142,39,122,false,false,false,false,false,2842
662,161,1,42,42,85,1260,255,1005,0.20238095238095238,39,122,false,false,false,false,false,2875
663,161,1,42,42,90,1260,270,990,0.21428571428571427,48,113,false,false,false,false,false,2868
664,161,1,42,42,85,1260,255,1005,0.20238095238095238,40,121,false,false,false,false,false,2820
665,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2891
666,161,1,42,42,82,1260,246,1014,0.19523809523809524,37,124,false,false,false,false,false,2889
667,161,1,42,42,84,1260,252,1008,0.2,43,118,false,false,false,false,false,2828
668,161,1,42,42,90,1260,270,990,0.21428571428571427,42,119,false,false,false,false,false,2890
669,161,1,42,42,75,1260,225,1035,0.17857142857142858,46,115,false,false,false,false,false,2849
670,161,1,42,42,68,1260,204,1056,0.1619047619047619,50,111,false,false,false,false,false,2854
671,161,1,42,42,88,1260,264,996,0.20952380952380953,45,116,false,false,false,false,false,2799
672,161,1,42,42,92,1260,276,984,0.21904761904761905,45,116,false,false,false,false,false,2824
673,161,1,42,42,77,1260,231,1029,0.18333333333333332,37,124,false,false,false,false,false,2813
674,161,1,42,42,84,1260,252,1008,0.2,43,118,false,false,false,false,false,2838
675,161,1,42,42,81,1260,243,1017,0.19285714285714287,43,118,false,false,false,false,false,2861
676,161,1,42,42,94,1260,282,978,0.22380952380952382,41,120,false,false,false,false,false,2890
677,161,1,42,42,87,1260,261,999,0.20714285714285716,41,120,false,false,false,false,false,2838
678,161,1,42,42,91,1260,273,987,0.21666666666666667,49,112,false,false,false,false,false,2831
679,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2903
680,161,1,42,42,86,1260,258,1002,0.20476190476190476,46,115,false,false,false,false,false,2873
681,161,1,42,42,85,1260,255,1005,0.20238095238095238,42,119,false,false,false,false,false,2833
682,161,1,42,42,82,1260,246,1014,0.19523809523809524,38,123,false,false,false,false,false,2847
683,161,1,42,42,84,1260,252,1008,0.2,42,119,false,false,false,false,false,2806
684,161,1,42,42,83,1260,249,1011,0.1976190476190476,47,114,false,false,false,false,false,2857
685,161,1,42,42,81,1260,243,1017,0.19285714285714287,41,120,false,false,false,false,false,2828
686,161,1,42,42,89,1260,267,993,0.2119047619047619,43,118,false,false,false,false,false,2823
687,161,1,42,42,90,1260,270,990,0.21428571428571427,44,117,false,false,false,false,false,2810
688,161,1,42,42,81,1260,243,1017,0.19285714285714287,48,113,false,false,false,false,false,2821
689,161,1,42,42,90,1260,270,990,0.21428571428571427,36,125,false,false,false,false,false,2793
690,161,1,42,42,77,1260,231,1029,0.18333333333333332,42,119,false,false,false,false,false,2900
691,161,1,42,42,95,1260,285,975,0.2261904761904762,43,118,false,false,false,false,false,2788
692,161,1,42,42,76,1260,228,1032,0.18095238095238095,36,125,false,false,false,false,false,2872
693,161,1,42,42,77,1260,231,1029,0.18333333333333332,46,115,false,false,false,false,false,2862
694,161,1,42,42,72,1260,216,1044,0.17142857142857143,41,120,false,false,false,false,false,2803
695,161,1,42,42,90,1260,270,990,0.21428571428571427,40,121,false,false,false,false,false,2933
696,161,1,42,42,85,1260,255,1005,0.20238095238095238,44,117,false,false,false,false,false,2799
697,161,1,42,42,89,1260,267,993,0.2119047619047619,48,113,false,false,false,false,false,2900
698,161,1,42,42,89,1260,267,993,0.2119047619047619,43,118,false,false,false,false,false,2889
699,161,1,42,42,94,1260,282,978,0.22380952380952382,43,118,false,false,false,false,false,2826
700,161,1,42,42,90,1260,270,990,0.21428571428571427,47,114,false,false,false,false,false,2871
701,161,1,42,42,86,1260,258,1002,0.20476190476190476,42,119,false,false,false,false,false,2836
702,161,1,42,42,87,1260,261,999,0.20714285714285716,38,123,false,false,false,false,false,2862
703,161,1,42,42,87,1260,261,999,0.20714285714285716,39,122,false,false,false,false,false,2812
704,161,1,42,42,78,1260,234,1026,0.18571428571428572,45,116,false,false,false,false,false,2873
705,161,1,42,42,102,1260,306,954,0.24285714285714285,46,115,false,false,false,false,false,2814
706,161,1,42,42,86,1260,258,1002,0.20476190476190476,38,123,false,false,false,false,false,2840
707,161,1,42,42,71,1260,213,1047,0.16904761904761906,36,125,false,false,false,false,false,2867
708,161,1,42,42,84,1260,252,1008,0.2,40,121,false,false,false,false,false,2862
709,161,1,42,42,81,1260,243,1017,0.19285714285714287,36,125,false,false,false,false,false,2878
710,161,1,42,42,83,1260,249,1011,0.1976190476190476,41,120,false,false,false,false,false,2888
711,161,1,42,42,89,1260,267,993,0.2119047619047619,39,122,false,false,false,false,false,2826
712,161,1,42,42,77,1260,231,1029,0.18333333333333332,47,114,false,false,false,false,false,2850
713,161,1,42,42,82,1260,246,1014,0.19523809523809524,38,123,false,false,false,false,false,2849
714,161,1,42,42,85,1260,255,1005,0.20238095238095238,45,116,false,false,false,false,false,2863
715,161,1,42,42,94,1260,282,978,0.22380952380952382,37,124,false,false,false,false,false,2844
716,161,1,42,42,85,1260,255,1005,0.20238095238095238,51,110,false,false,false,false,false,2890
717,161,1,42,42,73,1260,219,1041,0.1738095238095238,45,116,false,false,false,false,false,2851
718,161,1,42,42,83,1260,249,1011,0.1976190476190476,41,120,false,false,false,false,false,2787
719,161,1,42,42,92,1260,276,984,0.21904761904761905,42,119,false,false,false,false,false,2860
720,161,1,42,42,77,1260,231,1029,0.18333333333333332,36,125,false,false,false,false,false,2880
721,161,1,42,42,78,1260,234,1026,0.18571428571428572,50,111,false,false,false,false,false,2837
722,161,1,42,42,87,1260,261,999,0.20714285714285716,48,113,false,false,false,false,false,2882
723,161,1,42,42,95,1260,285,975,0.2261904761904762,42,119,false,false,false,false,false,2831
724,161,1,42,42,85,1260,255,1005,0.20238095238095238,44,117,false,false,false,false,false,2840
725,161,1,42,42,78,1260,234,1026,0.18571428571428572,40,121,false,false,false,false,false,2818
726,161,1,42,42,81,1260,243,1017,0.19285714285714287,35,126,false,false,false,false,false,2839
727,161,1,42,42,79,1260,237,1023,0.1880952380952381,37,124,false,false,false,false,false,2790
728,161,1,42,42,86,1260,258,1002,0.20476190476190476,36,125,false,false,false,false,false,2889
729,161,1,42,42,86,1260,258,1002,0.20476190476190476,31,130,false,false,false,false,false,2776
730,161,1,42,42,81,1260,243,1017,0.19285714285714287,38,123,false,false,false,false,false,2820
731,161,1,42,42,84,1260,252,1008,0.2,42,119,false,false,false,false,false,2905
732,161,1,42,42,94,1260,282,978,0.22380952380952382,49,112,false,false,false,false,false,2803
733,161,1,42,42,93,1260,279,981,0.22142857142857142,45,116,false,false,false,false,false,2886
734,161,1,42,42,84,1260,252,1008,0.2,48,113,false,false,false,false,false,2865
735,161,1,42,42,94,1260,282,978,0.22380952380952382,41,120,false,false,false,false,false,2825
736,161,1,42,42,88,1260,264,996,0.20952380952380953,41,120,false,false,false,false,false,2846
737,161,1,42,42,81,1260,243,1017,0.19285714285714287,47,114,false,false,false,false,false,2874
738,161,1,42,42,76,1260,228,1032,0.18095238095238095,42,119,false,false,false,false,false,2824
739,161,1,42,42,89,1260,267,993,0.2119047619047619,41,120,false,false,false,false,false,2805
740,161,1,42,42,92,1260,276,984,0.21904761904761905,40,121,false,false,false,false,false,2826
741,161,1,42,42,80,1260,240,1020,0.19047619047619047,51,110,false,false,false,false,false,2853
742,161,1,42,42,72,1260,216,1044,0.17142857142857143,37,124,false,false,false,false,false,2838
743,161,1,42,42,83,1260,249,1011,0.1976190476190476,46,115,false,false,false,false,false,2850
744,161,1,42,42,93,1260,279,981,0.22142857142857142,53,108,false,false,false,false,false,2894
745,161,1,42,42,95,1260,285,975,0.2261904761904762,45,116,false,false,false,false,false,2869
746,161,1,42,42,86,1260,258,1002,0.20476190476190476,43,118,false,false,false,false,false,2901
747,161,1,42,42,81,1260,243,1017,0.19285714285714287,58,103,false,false,false,false,false,2816
748,161,1,42,42,87,1260,261,999,0.20714285714285716,45,116,false,false,false,false,false,2872
749,161,1,42,42,94,1260,282,978,0.22380952380952382,43,118,false,false,false,false,false,2774
750,161,1,42,42,97,1260,291,969,0.23095238095238096,43,118,false,false,false,false,false,2904
751,161,1,42,42,91,1260,273,987,0.21666666666666667,40,121,false,false,false,false,false,2878
752,161,1,42,42,83,1260,249,1011,0.1976190476190476,48,113,false,false,false,false,false,2812
753,161,1,42,42,85,1260,255,1005,0.20238095238095238,42,119,false,false,false,false,false,2874
754,161,1,42,42,87,1260,261,999,0.20714285714285716,40,121,false,false,false,false,false,2879
755,161,1,42,42,88,1260,264,996,0.20952380952380953,49,112,false,false,false,false,false,2811
756,161,1,42,42,83,1260,249,1011,0.1976190476190476,36,125,false,false,false,false,false,2861
757,161,1,42,42,106,1260,318,942,0.2523809523809524,51,110,false,false,false,false,false,2872
758,161,1,42,42,83,1260,249,1011,0.1976190476190476,43,118,false,false,false,false,false,2771
759,161,1,42,42,78,1260,234,1026,0.18571428571428572,36,125,false,false,false,false,false,2833
760,161,1,42,42,79,1260,237,1023,0.1880952380952381,40,121,false,false,false,false,false,2886
761,161,1,42,42,93,1260,279,981,0.22142857142857142,48,113,false,false,false,false,false,2821
762,161,1,42,42,92,1260,276,984,0.21904761904761905,49,112,false,false,false,false,false,2837
763,161,1,42,42,89,1260,267,993,0.2119047619047619,42,119,false,false,false,false,false,2855
764,161,1,42,42,90,1260,270,990,0.21428571428571427,39,122,false,false,false,false,false,2860
765,161,1,42,42,83,1260,249,1011,0.1976190476190476,47,114,false,false,false,false,false,2854
766,161,1,42,42,76,1260,228,1032,0.18095238095238095,51,110,false,false,false,false,false,2816
767,161,1,42,42,102,1260,306,954,0.24285714285714285,35,126,false,false,false,false,false,2845
768,161,1,42,42,85,1260,255,1005,0.20238095238095238,49,112,false,false,false,false,false,2858
769,161,1,42,42,88,1260,264,996,0.20952380952380953,50,111,false,false,false,false,false,2811
770,161,1,42,42,83,1260,249,1011,0.1976190476190476,47,114,false,false,false,false,false,2787
771,161,1,42,42,78,1260,234,1026,0.18571428571428572,42,119,false,false,false,false,false,2790
772,161,1,42,42,81,1260,243,1017,0.19285714285714287,39,122,false,false,false,false,false,2855
773,161,1,42,42,87,1260,261,999,0.20714285714285716,49,112,false,false,false,false,false,2843
774,161,1,42,42,96,1260,288,972,0.22857142857142856,42,119,false,false,false,false,false,2799
775,161,1,42,42,83,1260,249,1011,0.1976190476190476,32,129,false,false,false,false,false,2871
776,161,1,42,42,91,1260,273,987,0.21666666666666667,40,121,false,false,false,false,false,2831
777,161,1,42,42,72,1260,216,1044,0.17142857142857143,38,123,false,false,false,false,false,2806
778,161,1,42,42,88,1260,264,996,0.20952380952380953,44,117,false,false,false,false,false,2800
779,161,1,42,42,88,1260,264,996,0.20952380952380953,34,127,false,false,false,false,false,2878
780,161,1,42,42,84,1260,252,1008,0.2,49,112,false,false,false,false,false,2809
781,161,1,42,42,92,1260,276,984,0.21904761904761905,53,108,false,false,false,false,false,2891
782,161,1,42,42,76,1260,228,1032,0.18095238095238095,45,116,false,false,false,false,false,2838
783,161,1,42,42,87,1260,261,999,0.20714285714285716,41,120,false,false,false,false,false,2860
784,161,1,42,42,91,1260,273,987,0.21666666666666667,40,121,false,false,false,false,false,2892
785,161,1,42,42,89,1260,267,993,0.2119047619047619,42,119,false,false,false,false,false,2814
786,161,1,42,42,91,1260,273,987,0.21666666666666667,47,114,false,false,false,false,false,2865
787,161,1,42,42,96,1260,288,972,0.22857142857142856,45,116,false,false,false,false,false,2863
788,161,1,42,42,82,1260,246,1014,0.19523809523809524,45,116,false,false,false,false,false,2848
789,161,1,42,42,83,1260,249,1011,0.1976190476190476,44,117,false,false,false,false,false,2827
790,161,1,42,42,81,1260,243,1017,0.19285714285714287,39,122,false,false,false,false,false,2847
791,161,1,42,42,89,1260,267,993,0.2119047619047619,33,128,false,false,false,false,false,2862
792,161,1,42,42,96,1260,288,972,0.22857142857142856,45,116,false,false,false,false,false,2859
793,161,1,42,42,84,1260,252,1008,0.2,39,122,false,false,false,false,false,2857
794,161,1,42,42,75,1260,225,1035,0.17857142857142858,47,114,false,false,false,false,false,2872
795,161,1,42,42,87,1260,261,999,0.20714285714285716,47,114,false,false,false,false,false,2846
796,161,1,42,42,79,1260,237,1023,0.1880952380952381,47,114,false,false,false,false,false,2787
797,161,1,42,42,95,1260,285,975,0.2261904761904762,37,124,false,false,false,false,false,2840
798,161,1,42,42,82,1260,246,1014,0.19523809523809524,39,122,false,false,false,false,false,2884
799,161,1,42,42,90,1260,270,990,0.21428571428571427,46,115,false,false,false,false,false,2858
800,161,1,42,42,89,1260,267,993,0.2119047619047619,51,110,false,false,false,false,false,2848
801,161,1,42,42,94,1260,282,978,0.22380952380952382,41,120,false,false,false,false,false,2805
802,161,1,42,42,88,1260,264,996,0.20952380952380953,41,120,false,false,false,false,false,2884
803,161,1,42,42,85,1260,255,1005,0.20238095238095238,48,113,false,false,false,false,false,2878
804,161,1,42,42,81,1260,243,1017,0.19285714285714287,37,124,false,false,false,false,false,2816
805,161,1,42,42,89,1260,267,993,0.2119047619047619,44,117,false,false,false,false,false,2853
806,161,1,42,42,75,1260,225,1035,0.17857142857142858,43,118,false,false,false,false,false,2794
807,161,1,42,42,81,1260,243,1017,0.19285714285714287,37,124,false,false,false,false,false,2830
808,161,1,42,42,88,1260,264,996,0.20952380952380953,41,120,false,false,false,false,false,2868
809,161,1,42,42,76,1260,228,1032,0.18095238095238095,36,125,false,false,false,false,false,2845
810,161,1,42,42,87,1260,261,999,0.20714285714285716,37,124,false,false,false,false,false,2838
