section,field_1,field_2,field_3,field_4,notes
sparc_rar_artifact_samples,unknown,other,.yaml,numerics/debroglie-phase-bridge/typ_b_analysis/configs/h3/h3_package_hierarchy_check_01.yaml,domain_guess=unknown; artifact_kind=other; suffix=.yaml; relative_path=numerics/debroglie-phase-bridge/typ_b_analysis/configs/h3/h3_package_hierarchy_check_01.yaml
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_high/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_high/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_high/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_high/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_low/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-13-11/BMC01_within_shell_weight_permutation_medium/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_high/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_low/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_global_weight_permutation_medium/summary.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/bmc01_matrix_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/bmc01_matrix_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/bmc01_matrix_summary.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/bmc01_matrix_summary.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_high/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_low/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/baseline_readout.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/baseline_state.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/baseline_state.json
matrix_artifact_samples,causality,markdown_note,.md,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/block_readout.md,domain_guess=causality; artifact_kind=markdown_note; suffix=.md; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/block_readout.md
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/control_shell_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/control_shell_comparison.csv
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/decision_summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/decision_summary.json
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/intervention_table.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/intervention_table.csv
matrix_artifact_samples,causality,table_csv,.csv,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/readout_comparison.csv,domain_guess=causality; artifact_kind=table_csv; suffix=.csv; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/readout_comparison.csv
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/run_config.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/run_config.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/run_metadata.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/run_metadata.json
matrix_artifact_samples,causality,summary_json,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/summary.json,domain_guess=causality; artifact_kind=summary_json; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_local_group_weight_permutation_medium/summary.json
matrix_artifact_samples,causality,json_document,.json,runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_shell_weight_permutation_high/baseline_readout.json,domain_guess=causality; artifact_kind=json_document; suffix=.json; relative_path=runs/BMC-01/matrix/2026-04-20_08-15-18/BMC01_within_shell_weight_permutation_high/baseline_readout.json
extract03_artifact_samples,extract03,table_csv,.csv,runs/QSB-EXTRACT02A/human_freeze_resolution_authorization_check/10_extract03_authorization_decision.csv,domain_guess=extract03; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-EXTRACT02A/human_freeze_resolution_authorization_check/10_extract03_authorization_decision.csv
