run_id,candidate_id,candidate_variable_name,alias_reference,alias_risk_level,independence_status,claim_implication
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0126,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0127,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0128,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0129,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0130,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0131,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0132,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0133,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0134,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0135,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0136,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0137,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0138,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0139,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0140,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0141,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0142,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0143,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0144,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0145,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0146,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0147,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0148,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0149,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0150,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0151,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0152,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0153,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0154,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0155,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0156,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0157,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0158,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0159,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0160,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0161,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0162,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0163,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0164,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0165,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0166,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0167,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0168,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0169,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0170,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0171,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0172,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0173,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0174,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0175,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0176,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0177,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0178,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0179,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0180,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0181,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0182,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0183,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0184,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0185,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0186,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0187,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0188,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0189,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0190,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0191,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0192,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0193,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0194,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0195,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0196,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0197,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0198,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0199,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0200,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
