trace_item,value,path,line_number,excerpt,assessment
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,34,"""claim_boundary"": ""Candidate relational structure only; D is a reconstructed cost-distance candidate, not proven geometry."",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,35,"""lineage"": {",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,36,"""execution_authorization_hash"": ""5cb02e3256a4c89800e41af56df2ff87bac74cb6885360959feed6ba6a2419df"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,37,"""s1_authorization_refresh_hash"": ""99b884b4288ad2561c3b0fedc838bfd152644c08814f45c0c0389ee528180230"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,38,"""extract03_package_hash"": ""d629e598bdee5602e50d25a771870830dfc5bdff97820159bffce7dbcf4afff7"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,39,"""s1_addendum_hash"": ""5fa07eccde7fd192b47c87fc05b3bb923c03de918bc880b7c49db9b1406b9dc8"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,40,"""r1f_hash"": ""d65eb6d9afc964b1a30b0b3dc5eff2526d7d2936c5e019d6a5b6df492ae67a3b"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,41,"""f3_source_hash"": ""028ea070a285974874289444ea990d6b87f536338a2af1f3d34cf35de620735d"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,42,"""human_freeze_decision_hash"": ""f624663a0fdff100c9b435bcb877e980961b15be71758b9c33cc3045d11f0e4a""",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,43,"},",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,44,"""lineage_bundle_sha256"": ""9b242d40f34d864e4c521d873e94b3bea8f07b573386e99d617cd320d483646a"",",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,45,"""next_allowed_action"": ""human_review_extract03a_r1_candidate_results_and_open_bootstrap_stability_item""",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,46,},resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,9,"run_output,01_extract03a_r1_run_manifest.json,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,45cc936d6f628ab45ca5b9297480b7e8f0e90de7a41b93e6f73abe20340bcc0e,output integrity,pass,23_lineage_and_hash_audit.csv s",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,4,"E03A-UP-03,execution_package_preparation,runs/QSB-EXTRACT03/execution_package_preparation/01_extract03_package_manifest.json,yes,09409a9810426419691a5914e18476dd05fd6f312d0a43d5e7ae99afda7afc72,read-only,""authorization, frozen contract, source, or boundary"",09",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,5,"E03A-UP-04,split_seed_freeze_addendum,runs/QSB-EXTRACT03-S1/split_seed_freeze_addendum/01_extract03s1_run_manifest.json,yes,11dcee44c327d6e0219be5f4815cf2649821e7e1326f89ab7b00b2844b526163,read-only,""authorization, frozen contract, source, or boundary"",11dcee4",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,8,"E03A-UP-07,authorized_delta_phi_export_staging_preflight,runs/QSB-INTERFACE01F3/authorized_delta_phi_export_staging_preflight/01_f3_run_manifest.json,yes,9ef68c52d859b06252cea15469cfdcc63760734ccc8bbbc6b96a1fb1cc373967,read-only,""authorization, frozen contract",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,10,"E03A-UP-09,separate_final_minimaltest_execution_under_j2,runs/QSB-INTERFACE01L2/separate_final_minimaltest_execution_under_j2/01_l2_run_manifest.json,yes,01d426382f9c7abcbfef827b4362e43c010db9d29a1fee92573d05eed7881bc0,read-only,""authorization, frozen contract",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,11,"E03A-UP-10,result_review_mechanism_interpretation_boundary_after_l2,runs/QSB-INTERFACE01M2/result_review_mechanism_interpretation_boundary_after_l2/01_m2_run_manifest.json,yes,a23c397194ac2bc4f6ddce50163b4ebf68573f24ab599612d3c3a269884b0d06,read-only,""authoriz",resolved
manifest,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,12,"E03A-UP-11,post_fail_scope_review_feature_n4_extract_path,runs/QSB-INTERFACE01N0/post_fail_scope_review_feature_n4_extract_path/01_n0_run_manifest.json,yes,611e99557c50de036c019ada109507d7fac272e55a5682be616dabe97e3bde81,read-only,""authorization, frozen contra",resolved
authorized_execution,,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,21,"OUT = ROOT / ""runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum""",partial_or_not_explicit
authorized_execution,,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,35,"STATUS_OK = ""extract03a_r1_authorized_execution_with_s1_completed_with_claim_boundary""",partial_or_not_explicit
authorized_execution,,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,36,"STATUS_INCONCLUSIVE = ""extract03a_r1_authorized_execution_with_s1_completed_inconclusive_with_review_items""",partial_or_not_explicit
authorized_execution,,scripts/qsb_extract03a_r1/run_authorized_execution_with_s1_addendum.py,37,"STATUS_VALIDATION = ""extract03a_r1_authorized_execution_with_s1_completed_with_validation_failures""",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,3,"""status"": ""extract03a_r1_authorized_execution_with_s1_completed_inconclusive_with_review_items"",",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,9,"run_output,01_extract03a_r1_run_manifest.json,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,45cc936d6f628ab45ca5b9297480b7e8f0e90de7a41b93e6f73abe20340bcc0e,output integrity,pass,23_lineage_and_hash_audit.csv s",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,10,"run_output,02_upstream_inventory_and_hashes.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/02_upstream_inventory_and_hashes.csv,5cc1870097db7f2222aeec2baf9be2ddf6cbf77d1af33849e7c89e800f1388ca,output integrity,pass,23_lineage_and_hash_audit.c",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,11,"run_output,03_execution_authorization_import.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/03_execution_authorization_import.csv,f86aa90f954da704d0003a2583e12a75bf8b0eb37d75352c0bbaf7fc3b80b6fc,output integrity,pass,23_lineage_and_hash_audit",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,12,"run_output,04_s1_authorization_refresh_import.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/04_s1_authorization_refresh_import.csv,2d8b804473073d69732ec95169996d32f08c069c6ff814f82573208f174b9d08,output integrity,pass,23_lineage_and_hash_aud",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,13,"run_output,05_package_plus_s1_contract_import_review.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/05_package_plus_s1_contract_import_review.csv,949fced0174395a8861bba8c95f7c71aa4db4ddaa7e7227e74d37878852105a0,output integrity,pass,23_lineag",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,14,"run_output,06_frozen_decision_carry_forward_review.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/06_frozen_decision_carry_forward_review.csv,1502c16186ea798c8103e47c21d169d963485cd8410ce306e660801bcf5206ae,output integrity,pass,23_lineage_an",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,15,"run_output,07_source_selection_result.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/07_source_selection_result.csv,2a1499501a245d1f7e7ea42e4214932db0ca6333a66f0ef3ef2798a6265ebdf8,output integrity,pass,23_lineage_and_hash_audit.csv self-hash",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,16,"run_output,08_canonical_pair_split_assignment.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/08_canonical_pair_split_assignment.csv,ff7b5b76a4a3b0a94dabd4e460231ed979606c9087bc2c329e72c94d960132e6,output integrity,pass,23_lineage_and_hash_aud",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,17,"run_output,09_tensor_schema_runtime_mapping.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/09_tensor_schema_runtime_mapping.csv,fcf0d4be4291076c0f3a569f79e57f1dc0a5df022e14057a47aaa4224741b392,output integrity,pass,23_lineage_and_hash_audit.c",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,18,"run_output,10_phase_response_vector_summary.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/10_phase_response_vector_summary.csv,adb297a1964527425361304af4fe11d0397c9d29074e721a279039de6cc0e5b6,output integrity,pass,23_lineage_and_hash_audit.c",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,19,"run_output,11_K_candidate_matrix.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/11_K_candidate_matrix.csv,e1acdf0acf31e2faf68f8a517cbdbccb2f9af9e28fe974eeb01c0a7f0928754d,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,20,"run_output,12_K_validation_results.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/12_K_validation_results.csv,a0137b42013e3191657d8b3e0b53c28015cb1eb63e5b6371fc96c4e144bbec27,output integrity,pass,23_lineage_and_hash_audit.csv self-hash exclu",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,21,"run_output,13_distance_cost_matrix.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/13_distance_cost_matrix.csv,d55af13489202472a887af88928081f68926acc1691d6367bc82bbec98ca0226,output integrity,pass,23_lineage_and_hash_audit.csv self-hash exclu",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,22,"run_output,14_shortest_path_D_matrix.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/14_shortest_path_D_matrix.csv,442b71361c76358224b335d6b6c232110e69379d2ab6b42cdd1ec50b4c37bc78,output integrity,pass,23_lineage_and_hash_audit.csv self-hash e",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,23,"run_output,15_strength_matrix.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/15_strength_matrix.csv,726ad43e282095fea02e9bc0bd06c5f1771428c290b4633ddc9e18fc8f00cc75,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.,9b242",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,24,"run_output,16_edge_candidate_result.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/16_edge_candidate_result.csv,453f9bd52bd8d1dece2934f2d1dc5e54ccda1993f703e1c22f1807531f6e0bfa,output integrity,pass,23_lineage_and_hash_audit.csv self-hash exc",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,25,"run_output,17_kernel_execution_summary.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/17_kernel_execution_summary.csv,33aa1a7ffd5ff670f48b6c800d9e4e9b5dd6f371c5d3ba64b6e30cf0148e5018,output integrity,pass,23_lineage_and_hash_audit.csv self-ha",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,26,"run_output,18_cluster_dendrogram_candidate_result.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/18_cluster_dendrogram_candidate_result.csv,f2089f5ddf250d8749d28c29f473043b1cdb0829661d77e98ed3ea011176b6a9,output integrity,pass,23_lineage_and_",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,27,"run_output,19_motif_candidate_summary.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/19_motif_candidate_summary.csv,bf26ce913f2a07ff3c107f5ef786c62f4a534a1397d84e4e7d3cad1096ed7a9a,output integrity,pass,23_lineage_and_hash_audit.csv self-hash",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,28,"run_output,20_result_mart_schema_executed.sql,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/20_result_mart_schema_executed.sql,4ea07dcd32727938d39e43e4e0faadbb9c3744a38a46c12635a26a7b378cd6cc,output integrity,pass,23_lineage_and_hash_audit.csv s",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,29,"run_output,21_extract03a_r1_result_mart.sqlite,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/21_extract03a_r1_result_mart.sqlite,1589bbf0a52c96fb4be3ee48c829d87d1da194315b914e1aef25c4cca66a2565,output integrity,pass,23_lineage_and_hash_audit.csv",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,30,"run_output,22_result_mart_table_counts.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/22_result_mart_table_counts.csv,af3b757db5b481c2af760c2a15a564632ae62c4e04bbd23e1dcd8ef6c2903399,output integrity,pass,23_lineage_and_hash_audit.csv self-ha",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,31,"run_output,24_unit_dimension_audit.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/24_unit_dimension_audit.csv,9d20c89d0dc41fb2bdfc4a8b7dfd6332e36a191108b2a4bec52173a30f05a852,output integrity,pass,23_lineage_and_hash_audit.csv self-hash exclu",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,32,"run_output,25_validation_results.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/25_validation_results.csv,a5dd88d491254067cea489da3c5d8730f23cddceda9b384de0b6ed6cd895fb5f,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,33,"run_output,26_acceptance_gate_results.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/26_acceptance_gate_results.csv,1db5070fa265caca65d0b3d3aff5ce75272fa83116ce2b3931431f997f2d6876,output integrity,pass,23_lineage_and_hash_audit.csv self-hash",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,34,"run_output,27_guard_results.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/27_guard_results.csv,3fc69483f6337917a2fb53078fb1b29f079a7828f187db96d3bbc1b74a13c37b,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.,9b242d40f",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,35,"run_output,28_review_items.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/28_review_items.csv,cac32293c4182c07aa018bc4099bb49b486237a330b18ffe1ba6ee48e752cd61,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.,9b242d40f34",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,36,"run_output,29_claim_boundary_matrix.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/29_claim_boundary_matrix.csv,037be25a8e5f71804ef5174f9bc40eb8261a51da46865d373742608c66e5a612,output integrity,pass,23_lineage_and_hash_audit.csv self-hash exc",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,37,"run_output,30_split_seed_audit.csv,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/30_split_seed_audit.csv,4a85a974f85b38bfdb7bb06888d763ff2370249e823a798b9b458cc32657060e,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.,9b2",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,38,"run_output,31_short_result_note_de.md,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/31_short_result_note_de.md,78c16eda19046779ba70f02fbca383b79f1db0a3d4b84418e9f3dff4a7c33e11,output integrity,pass,23_lineage_and_hash_audit.csv self-hash exclude",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,39,"run_output,32_next_step_recommendation.md,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/32_next_step_recommendation.md,8fe3e98196c7859f6eca038f6c597ce966c9ce548471bfe1319cb0e714e56991,output integrity,pass,23_lineage_and_hash_audit.csv self-hash",partial_or_not_explicit
authorized_execution,,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/23_lineage_and_hash_audit.csv,40,"run_output,FINAL_RESULT_NOTE.md,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/FINAL_RESULT_NOTE.md,4ed016517cbece909cb208cc26b9c0bc931dd0ea6b28919904124fa2f8da68aa,output integrity,pass,23_lineage_and_hash_audit.csv self-hash excluded.,9b242d40f",partial_or_not_explicit
source_edge_file,,,,,not_found_in_curated_trace
generator_script,,,,,not_found_in_curated_trace
execution_authorization_hash,5cb02e3256a4c89800e41af56df2ff87bac74cb6885360959feed6ba6a2419df,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
s1_authorization_refresh_hash,99b884b4288ad2561c3b0fedc838bfd152644c08814f45c0c0389ee528180230,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
extract03_package_hash,d629e598bdee5602e50d25a771870830dfc5bdff97820159bffce7dbcf4afff7,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
s1_addendum_hash,5fa07eccde7fd192b47c87fc05b3bb923c03de918bc880b7c49db9b1406b9dc8,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
r1f_hash,d65eb6d9afc964b1a30b0b3dc5eff2526d7d2936c5e019d6a5b6df492ae67a3b,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
f3_source_hash,028ea070a285974874289444ea990d6b87f536338a2af1f3d34cf35de620735d,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
human_freeze_decision_hash,f624663a0fdff100c9b435bcb877e980961b15be71758b9c33cc3045d11f0e4a,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage field,resolved
lineage_bundle_sha256,9b242d40f34d864e4c521d873e94b3bea8f07b573386e99d617cd320d483646a,runs/QSB-EXTRACT03A-R1/authorized_execution_with_s1_addendum/01_extract03a_r1_run_manifest.json,,manifest lineage bundle,resolved
