section,field_1,field_2,field_3,field_4,notes
markdown_document_count,2105,,,,markdown_documents=2105
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_length_scale/readout.md,BMC-07c Variant Readout – BMC12e_N87_drop_feature_length_scale,# BMC-07c Variant Readout – BMC12e_N87_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_length_scale/readout.md; title=BMC-07c Variant Readout – BMC12e_N87_drop_feature_length_scale; preview=# BMC-07c Variant Readout – BMC12e_N87_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_mode_frequency/readout.md,BMC-07c Variant Readout – BMC12e_N87_drop_feature_mode_frequency,# BMC-07c Variant Readout – BMC12e_N87_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_mode_frequency/readout.md; title=BMC-07c Variant Readout – BMC12e_N87_drop_feature_mode_frequency; preview=# BMC-07c Variant Readout – BMC12e_N87_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_shape_factor/readout.md,BMC-07c Variant Readout – BMC12e_N87_drop_feature_shape_factor,# BMC-07c Variant Readout – BMC12e_N87_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_shape_factor/readout.md; title=BMC-07c Variant Readout – BMC12e_N87_drop_feature_shape_factor; preview=# BMC-07c Variant Readout – BMC12e_N87_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_spectral_index/readout.md,BMC-07c Variant Readout – BMC12e_N87_drop_feature_spectral_index,# BMC-07c Variant Readout – BMC12e_N87_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/drop_feature_spectral_index/readout.md; title=BMC-07c Variant Readout – BMC12e_N87_drop_feature_spectral_index; preview=# BMC-07c Variant Readout – BMC12e_N87_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/baseline_all_features/readout.md,BMC-07c Variant Readout – BMC12e_N92_baseline_all_features,# BMC-07c Variant Readout – BMC12e_N92_baseline_all_features## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_label,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/baseline_all_features/readout.md; title=BMC-07c Variant Readout – BMC12e_N92_baseline_all_features; preview=# BMC-07c Variant Readout – BMC12e_N92_baseline_all_features## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_label
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_length_scale/readout.md,BMC-07c Variant Readout – BMC12e_N92_drop_feature_length_scale,# BMC-07c Variant Readout – BMC12e_N92_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_l,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_length_scale/readout.md; title=BMC-07c Variant Readout – BMC12e_N92_drop_feature_length_scale; preview=# BMC-07c Variant Readout – BMC12e_N92_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_l
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_mode_frequency/readout.md,BMC-07c Variant Readout – BMC12e_N92_drop_feature_mode_frequency,# BMC-07c Variant Readout – BMC12e_N92_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_mode_frequency/readout.md; title=BMC-07c Variant Readout – BMC12e_N92_drop_feature_mode_frequency; preview=# BMC-07c Variant Readout – BMC12e_N92_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_shape_factor/readout.md,BMC-07c Variant Readout – BMC12e_N92_drop_feature_shape_factor,# BMC-07c Variant Readout – BMC12e_N92_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_definition_sensitive`## Variant summary| variant_name | method | ,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_shape_factor/readout.md; title=BMC-07c Variant Readout – BMC12e_N92_drop_feature_shape_factor; preview=# BMC-07c Variant Readout – BMC12e_N92_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_definition_sensitive`## Variant summary| variant_name | method |
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_spectral_index/readout.md,BMC-07c Variant Readout – BMC12e_N92_drop_feature_spectral_index,# BMC-07c Variant Readout – BMC12e_N92_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_92/drop_feature_spectral_index/readout.md; title=BMC-07c Variant Readout – BMC12e_N92_drop_feature_spectral_index; preview=# BMC-07c Variant Readout – BMC12e_N92_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/runs/BMC-12c/backbone_aware_matched_loo_open/baseline_all_features_fixed_tau/readout.md,BMC-07c Variant Readout – BMC12c_baseline_all_features_fixed_tau,# BMC-07c Variant Readout – BMC12c_baseline_all_features_fixed_tau## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/runs/BMC-12c/backbone_aware_matched_loo_open/baseline_all_features_fixed_tau/readout.md; title=BMC-07c Variant Readout – BMC12c_baseline_all_features_fixed_tau; preview=# BMC-07c Variant Readout – BMC12c_baseline_all_features_fixed_tau## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
